Symbol,Alias,Description,Function,Gene_Set,Species,Literature_Name,Literature_Link,KEGG_ID,KEGG_Name,Gene_ID
MAX,"bHLHd4; bHLHd5; bHLHd6","MYC associated factor X","A transcriptional regulator, MAX can act as pro- or anti-apoptotic.","cellular senescence","Homo sapiens","Role of Mxi1 in Ageing Organ Systems and the Regulation of Normal and Neoplastic Growth",10.1038/31008,hsa04010,"MAPK signaling pathway",4149
MDM2,"HDM2; MGC5370","MDM2 proto-oncogene, E3 ubiquitin protein ligase","MDM2 is an oncogene that inhibits?TP53. The MDM2 gene encodes multiple transcripts, many of which are tissue-specific. Disruption of MDM2 in mice resulted in increased?TP53-dependent apoptosis and defects in multiple haematopoietic lineages.","cellular senescence","Homo sapiens","mdm2 Is Critical for Inhibition of p53 During Lymphopoiesis and the Response to Ionizing Irradiation",10.1128/mcb.23.2.462-473.2003,hsa04115,"p53 signaling pathway",4193
MED1,"PBP; TRAP220; RB18A","mediator complex subunit 1","MED1 is involved in embryonic development and important for?SP1?activity.","stem cell exhaustion","Homo sapiens","Roles of PPARs in Health and Disease",10.1038/35013000,unknown,Unknown,5469
MIF,"L-Dopachrome Tautomerase","macrophage migration inhibitory factor (glycosylation-inhibiting factor)","Pro-inflammatory cytokine. It is involved in the innate immune response to bacterial pathogens. The expression of MIF at sites of inflammation suggests a role as mediator in regulating the function of macrophages in host defense. It counteracts the anti-inflammatory activity of glucocorticoids. It has phenylpyruvate tautomerase and dopachrome tautomerase activity (in vitro), but the physiological substrate is not known.",others,"Homo sapiens","A polymorphism in the macrophage migration inhibitory factor gene is involved in the genetic predisposition of Crohn's disease and associated with cumulative steroid doses","PMID: 17591062",unknown,Unknown,4282
MLH1,"DNA Mismatch Repair Protein Mlh1","mutL homolog 1","Heterodimerizes with PMS2 to form MutL alpha, a component of the post-replicative DNA mismatch repair system (MMR). DNA repair is initiated by MutS alpha (MSH2-MSH6) or MutS beta (MSH2-MSH3) binding to a dsDNA mismatch, then MutL alpha is recruited to the heteroduplex. Assembly of the MutL-MutS-heteroduplex ternary complex in presence of RFC and PCNA is sufficient to activate endonuclease activity of PMS2. It introduces single-strand breaks near the mismatch and thus generates new entry points for the exonuclease EXO1 to degrade the strand containing the mismatch.","genomic instability","Homo sapiens","Human MutL homolog (MLH1) function in DNA mismatch repair: a prospective screen for missense mutations in the ATPase domain",https://doi.org/10.1093/nar/gkh855,unknown,Unknown,4292
MMP1,"CLG; CLGN","matrix metallopeptidase 1","Its expression level in skin fibroblasts was altered in the process of aging, and the cell growth rate was reduced.","senescence-associated secretory phenotype","Homo sapiens","The effect of aging in primary human dermal fibroblasts",10.1371/journal.pone.0219165,hsa04657,"IL-17 signaling pathway",4312
MMP10,STMY2,"Matrix Metallopeptidase 10","Can degrade fibronectin, gelatins of type I, III, IV, and V; weakly collagens III, IV, and V. Activates procollagenase.","senescence-associated secretory phenotype","Homo sapiens","Exome-wide rare variant analysis in familial essential tremor",10.1016/j.parkreldis.2020.11.021,unknown,Unknown,4319
MMP12,HME,"Matrix Metallopeptidase 12","May be involved in tissue injury and remodeling. Has significant elastolytic activity. Can accept large and small amino acids at the P1' site, but has a preference for leucine. Aromatic or hydrophobic residues are preferred at the P1 site, with small hydrophobic residues (preferably alanine) occupying P3.","senescence-associated secretory phenotype","Homo sapiens","A standardized Terminalia chebula fruit extract alters the expression of genes associated with skin architecture and barrier formation",10.1684/ejd.2020.3882,unknown,Unknown,4321
MMP13,"Collagenase 3","Matrix Metallopeptidase 13","Plays a role in the degradation of extracellular matrix proteins including fibrillar collagen, fibronectin, TNC and ACAN. Cleaves triple helical collagens, including type I, type II and type III collagen, but has the highest activity with soluble type II collagen. Can also degrade collagen type IV, type XIV and type X. May also function by activating or degrading key regulatory proteins, such as TGFB1 and CCN2. Plays a role in wound healing, tissue remodeling, cartilage degradation, bone development, bone mineralization and ossification. Required for normal embryonic bone development and ossification. Plays a role in the healing of bone fractures via endochondral ossification. Plays a role in wound healing, probably by a mechanism that involves proteolytic activation of TGFB1 and degradation of CCN2. Plays a role in keratinocyte migration during wound healing. May play a role in cell migration and in tumor cell invasion.","senescence-associated secretory phenotype","Homo sapiens","Cosmeceutical potentials of Curcuma mangga Val. extract in human BJ fibroblasts against MMP1, MMP3, and MMP13",10.1016/j.heliyon.2020.e04921,hsa04657,"IL-17 signaling pathway",4322
MMP14,MT1-MMP,"Matrix Metallopeptidase 14","Endopeptidase that degrades various components of the extracellular matrix such as collagen. Activates progelatinase A. Essential for pericellular collagenolysis and modeling of skeletal and extraskeletal connective tissues during development (By similarity). May be involved in actin cytoskeleton reorganization by cleaving PTK7 (PubMed:20837484). Acts as a positive regulator of cell growth and migration via activation of MMP15. Involved in the formation of the fibrovascular tissues in association with pro-MMP2 (PubMed:12714657). Cleaves ADGRB1 to release vasculostatin-40 which inhibits angiogenesis.","senescence-associated secretory phenotype","Homo sapiens","Identification of a new pseudogenes/lncRNAs-hsa-miR-26b-5p-COL12A1 competing endogenous RNA network associated with prognosis of pancreatic cancer using bioinformatics analysis",10.18632/aging.103709,hsa04668,"TNF signaling pathway",4323
MMP2,TBE-1,"Matrix Metallopeptidase 2","Ubiquitinous metalloproteinase that is involved in diverse functions such as remodeling of the vasculature, angiogenesis, tissue repair, tumor invasion, inflammation, and atherosclerotic plaque rupture. As well as degrading extracellular matrix proteins, can also act on several nonmatrix proteins such as big endothelial 1 and beta-type CGRP promoting vasoconstriction. Also cleaves KISS at a Gly-|-Leu bond. Appears to have a role in myocardial cell death pathways. Contributes to myocardial oxidative stress by regulating the activity of GSK3beta. Cleaves GSK3beta in vitro. Involved in the formation of the fibrovascular tissues in association with MMP14.","senescence-associated secretory phenotype","Homo sapiens","Galectin-1 promotes vasculogenic mimicry in gastric adenocarcinoma via the Hedgehog/GLI signaling pathway",10.18632/aging.104000,hsa01522,"Endocrine resistance",4313
MMP3,Stromelysin-1,"Matrix Metallopeptidase 3","Can degrade fibronectin, laminin, gelatins of type I, III, IV, and V; collagens III, IV, X, and IX, and cartilage proteoglycans. Activates procollagenase.","senescence-associated secretory phenotype","Homo sapiens","The effect of aging in primary human dermal fibroblasts",10.1371/journal.pone.0219165,hsa04657,"IL-17 signaling pathway",4314
MMP7,"Pump-1 Protease","Matrix Metallopeptidase 7","Degrades casein, gelatins of types I, III, IV, and V, and fibronectin. Activates procollagenase.","senescence-associated secretory phenotype","Homo sapiens","Interleukin-17 promotes prostate cancer via MMP7-induced epithelial-to-mesenchymal transition",10.1038/onc.2016.240,hsa04310,"Wnt signaling pathway",4316
MSRA,"Methionine Sulfoxide Reductase A; PMSR; Peptide Met(O) Reductase","methionine sulfoxide reductase A","A decline in MSRA activity could reduce the antioxidant defenses and increase the oxidation of critical proteins in neurons in the brain in AD.",others,"Homo sapiens","Decrease in Peptide Methionine Sulfoxide Reductase in Alzheimer's Disease Brain",10.1046/j.1471-4159.1999.0731660.x,unknown,Unknown,4482
MT-CO1,"COX1; COI; MTCO1","mitochondrially encoded cytochrome c oxidase I","MT-CO1 catalyses the reduction of oxygen to water, inactivation of it contributes to """"immortality"""".","mitochondrial dysfunction","Homo sapiens","Mitochondrial Group II Introns, Cytochrome C Oxidase, and Senescence in Podospora Anserina",10.1128/mcb.19.6.4093,unknown,Unknown,4512
MT1E,MT-IE,"metallothionein 1E","Metallothioneins have a high content of cysteine residues that bind various heavy metals; these proteins are transcriptionally regulated by both heavy metals and glucocorticoids.",others,"Homo sapiens","Induction by zinc of specific metallothionein isoforms in human monocytes",10.1111/j.1432-1033.1994.tb18603.x,unknown,Unknown,4493
MTOR,"RAPT1; FLJ44809; FRAP","mechanistic target of rapamycin (serine/threonine kinase)","The MTOR kinase belongs to the target of rapamycin group of enzymes which regulate cellular growth and proliferation. In human cell cultures MTOR inhibition supresses the senescence associated secretory phenotype (SASP), which can disrupt tissues and contribute to age-related pathologies, including cancer.","deregulated nutrient sensing","Homo sapiens","MTOR Regulates the Pro-Tumorigenic Senescence-Associated Secretory Phenotype by Promoting IL1A Translation",10.1038/ncb3195,hsa04211,"Longevity regulating pathway",2475
MVK,MK,"Mevalonate Kinase","Catalyzes the phosphorylation of mevalonate to mevalonate 5-phosphate, a key step in isoprenoid and cholesterol biosynthesis.",others,"Homo sapiens","Allantoin, a Potential Metabolite That Promotes AMPK Phosphorylation and Suppresses Cholesterol Biosynthesis Via the Mevalonate Pathway and Bloch Pathway",10.1007/s12010-020-03265-2,hsa00900,"Terpenoid backbone biosynthesis",4598
MXD1,"MAD1; bHLHc58; MAD","MAX dimerization protein 1","MXD1 is involved in apoptosis. It forms with?MAX?a transcriptional repressor and might antagonize?MYC?function.","cellular senescence","Homo sapiens","X-ray structures of Myc-Max and Mad-Max recognizing DNA. Molecular bases of regulation by proto-oncogenic transcription factors",10.1016/s0092-8674(02)01284-9,unknown,Unknown,4084
MXI1,"MXD2; MAD2; MXI","MAX interactor 1, dimerization protein","Mxi1 is involved in the homeostasis of differentiated organ systems, acts as a tumour suppressor in vivo, and engages the Myc network in a functionally relevant manner.",others,"Homo sapiens","Mxi1, a protein that specifically interacts with Max to bind Myc-Max recognition sites",10.1016/0092-8674(93)90662-a,unknown,Unknown,4601
MYC,C-Myc,"v-myc avian myelocytomatosis viral oncogene homolog","Transcription factor that binds DNA in a non-specific manner, yet also specifically recognizes the core sequence 5'-CAC[GA]TG-3'. Activates the transcription of growth-related genes.","cellular senescence","Homo sapiens","Reduced c-Myc signaling triggers telomere-independent senescence by regulating Bmi-1 and p16(INK4a)",10.1073/pnas.0600069103,hsa04218,"Cellular senescence",4609
MYD88,"MYD88 Innate Immune Signal Transduction Adaptor","Myeloid Differentiation Primary Response 88","Adapter protein involved in the Toll-like receptor and IL-1 receptor signaling pathway in the innate immune response (PubMed:15361868, PubMed:18292575). Acts via IRAK1, IRAK2, IRF7 and TRAF6, leading to NF-kappa-B activation, cytokine secretion and the inflammatory response (PubMed:15361868, PubMed:24316379, PubMed:19506249). Increases IL-8 transcription (PubMed:9013863). Involved in IL-18-mediated signaling pathway. Activates IRF1 resulting in its rapid migration into the nucleus to mediate an efficient induction of IFN-beta, NOS2/INOS, and IL12A genes. MyD88-mediated signaling in intestinal epithelial cells is crucial for maintenance of gut homeostasis and controls the expression of the antimicrobial lectin REG3G in the small intestine (By similarity).",others,"Homo sapiens","Aging leads to dysfunctional innate immune responses to TLR2 and TLR4 agonists",10.1007/s40520-018-1064-0,hsa04010,"MAPK signaling pathway",4615
MYLK,MLCK1,"Myosin Light Chain Kinase","Calcium/calmodulin-dependent myosin light chain kinase implicated in smooth muscle contraction via phosphorylation of myosin light chains (MLC). Also regulates actin-myosin interaction through a non-kinase activity. Phosphorylates PTK2B/PYK2 and myosin light-chains. Involved in the inflammatory response (e.g. apoptosis, vascular permeability, leukocyte diapedesis), cell motility and morphology, airway hyperreactivity and other activities relevant to asthma. Required for tonic airway smooth muscle contraction that is necessary for physiological and asthmatic airway resistance. Necessary for gastrointestinal motility.",others,"Homo sapiens","Heterozygote genotypes at rs2222823 and rs2811712 SNP loci are associated with cerebral small vessel disease in Han Chinese population",10.1111/j.1755-5949.2012.00322.x,hsa04020,"Calcium signaling pathway",4638
NBN,"NBS1; P95",nibrin,"Component of the MRE11-RAD50-NBN (MRN complex) which plays a critical role in the cellular response to DNA damage and the maintenance of chromosome integrity.","genomic instability","Homo sapiens","Nijmegen Breakage Syndrome Fibroblasts and iPSCs: Cellular Models for Uncovering Disease-Associated Signaling Pathways and Establishing a Screening Platform for Anti-Oxidants",10.1038/s41598-017-07905-2,hsa04218,"Cellular senescence",4683
NCOR1,TRAC1,"nuclear receptor corepressor 1","NCOR1 mediates transcriptional repression by certain nuclear receptors. It promotes histone deacetylation and the formation of repressive chromatin structures which may impede the access of basal transcription factors.","cellular senescence","Homo sapiens","Exchange of N-CoR corepressor and Tip60 coactivator complexes links gene expression by NF-kappaB and beta-amyloid precursor protein",10.1016/s0092-8674(02)00809-7,unknown,Unknown,9611
NCOR2,"Thyroid-, Retinoic-Acid-Receptor-Associated Corepressor","nuclear receptor corepressor 2","It mediates the transcriptional repression activity of some nuclear receptors by promoting chromatin condensation, thus preventing access of the basal transcription. Isoform 1 and isoform 4 have different affinities for different nuclear receptors. It is involved in the regulation BCL6-dependent of the germinal center (GC) reactions, mainly through the control of the GC B-cells proliferation and survival.",others,"Homo sapiens","A hybrid mechanism of action for BCL6 in B cells defined by formation of functionally distinct complexes at enhancers and promoters",10.1016/j.celrep.2013.06.016,hsa04330,"Notch signaling pathway",9612
NFE2L1,"Locus Control Region-Factor 1","nuclear factor, erythroid 2-like 1","NFE2L1 constitutes a precursor of the transcription factor NRF1. It is able to detect various cellular stresses, such as cholesterol excess, oxidative stress or proteasome inhibition. In response to stress, it is released from the endoplasmic reticulum membrane following cleavage by the protease DDI2 and translocates into the nucleus to form the transcription factor NRF1.","deregulated nutrient sensing","Homo sapiens","Proteasomal Degradation Is Transcriptionally Controlled by TCF11 via an ERAD-dependent Feedback Loop",10.1016/j.molcel.2010.09.012,unknown,Unknown,4779
