Symbol,Alias,Description,Function,Gene_Set,Species,Literature_Name,Literature_Link,KEGG_ID,KEGG_Name,Gene_ID
TNFSF11,RANKL,"TNF Superfamily Member 11","Cytokine that binds to TNFRSF11B/OPG and to TNFRSF11A/RANK. Osteoclast differentiation and activation factor. Augments the ability of dendritic cells to stimulate naive T-cell proliferation. May be an important regulator of interactions between T-cells and dendritic cells and may play a role in the regulation of the T-cell-dependent immune response. May also play an important role in enhanced bone-resorption in humoral hypercalcemia of malignancy. Induces osteoclastogenesis by activating multiple signaling pathways in osteoclast precursor cells, chief among which is induction of long lasting oscillations in the intracellular concentration of Ca (2+) resulting in the activation of NFATC1, which translocates to the nucleus and induces osteoclast-specific gene transcription to allow differentiation of osteoclasts. During osteoclast differentiation, in a TMEM64 and ATP2A2-dependent manner induces activation of CREB1 and mitochondrial ROS generation necessary for proper osteoclast generation.","NF-κB related gene","Homo sapiens","Melatonin-micronutrients Osteopenia Treatment Study (MOTS): a translational study assessing melatonin, strontium (citrate), vitamin D3 and vitamin K2 (MK7) on bone density, bone marker turnover and health related quality of life in postmenopausal osteopen",10.18632/aging.101158,hsa04064,"NF-kappa B signaling pathway",8600
TNFSF13B,BAFF,"TNF Superfamily Member 13","Cytokine that binds to TNFRSF13B/TACI and TNFRSF17/BCMA. TNFSF13/APRIL binds to the same 2 receptors. Together, they form a 2 ligands -2 receptors pathway involved in the stimulation of B- and T-cell function and the regulation of humoral immunity. A third B-cell specific BAFF-receptor (BAFFR/BR3) promotes the survival of mature B-cells and the B-cell response.","NF-κB related gene","Homo sapiens","Overexpression of the Cytokine BAFF and Autoimmunity Risk",10.1056/NEJMoa1610528,hsa04064,"NF-kappa B signaling pathway",10673
TNFSF14,HVEM-L,"TNF Superfamily Member 14","Cytokine that binds to TNFRSF3/LTBR. Binding to the decoy receptor TNFRSF6B modulates its effects. Acts as a ligand for TNFRSF14/HVEM  . Upon binding to TNFRSF14/HVEM, delivers costimulatory signals to T cells, leading to T cell proliferation and IFNG production .","NF-κB related gene","Homo sapiens","LIGHT/TNFSF14 is increased in patients with type 2 diabetes mellitus and promotes islet cell dysfunction and endothelial cell inflammation in vitro",10.1007/s00125-016-4036-y,hsa04064,"NF-kappa B signaling pathway",8740
TOP1,"DNA Topoisomerase I; Topoisomerase (DNA) I; DNA Topoisomerase 1","topoisomerase (DNA) I","TOP1 may also be important in the regulation of various brain functions and its activity is age-dependent.",others,"Homo sapiens","Telomeric DNA damage by topoisomerase I. A possible mechanism for cell killing by camptothecin",10.1074/jbc.M309779200,unknown,Unknown,7150
TOP2A,"DNA Topoisomerase II Alpha; Topoisomerase (DNA) II Alpha 170kDa; TP2A","topoisomerase (DNA) II alpha","RECQL5 co-localizes with Topoisomerase IIα during S-phase of the cell cycle. Cells with stable depletions of RECQL5 display a slow proliferation rate, a G2/M cell cycle arrest and late S-phase cycling defects.","cellular senescence","Homo sapiens","RECQL5 Cooperates With Topoisomerase II Alpha in DNA Decatenation and Cell Cycle Progression",10.1093/nar/gkr844,unknown,Unknown,7153
TOP2B,"DNA Topoisomerase II Beta; Topoisomerase (DNA) II Beta 180kDa; TOPIIB","topoisomerase (DNA) II beta","Enzymatically it catalyzes ATP-dependent topological changes of double stranded DNA, while as a protein it was reported to be associated with several factors in promoting cell growth, migration, DNA repair and transcription regulation.",others,"Homo sapiens","Topoisomerase IIβ and Its Role in Different Biological Contexts",10.1016/j.abb.2017.06.021,unknown,Unknown,7155
TOP3B,"DNA Topoisomerase III Beta; TOP3B1; Topoisomerase (DNA) III Beta","topoisomerase (DNA) III beta","Mice lacking DNA topoisomerase 3beta are predisposed to a shortened lifespan, infertility, and lesions in multiple organs resulting from inflammatory responses.","altered intercellular communication","Homo sapiens","Topoisomerase 3β is the major topoisomerase for mRNAs and linked to neurodevelopment and mental dysfunction",10.1093/nar/gkw1293,unknown,Unknown,8940
TOPORS,"Topoisomerase I-Binding RING Finger Protein","E3 ubiquitin-protein ligase Topors","TOPORS functions as an E3 ubiquitin-protein ligase and as an E3 SUMO1-protein ligase. TOPORS may regulate chromatin modification through sumoylation of several chromatin modification-associated proteins. TOPORS may be involved in DNA damage-induced cell death through IKBKE sumoylation.","loss of proteostasis","Homo sapiens","Topors functions as an E3 ubiquitin ligase with specific E2 enzymes and ubiquitinates p53",10.1074/jbc.C400300200,unknown,Unknown,10210
TP53,"BMFS5; TRP53","tumor protein p53","TP53 acts as a tumor suppressor in many tumor types; induces growth arrest or apoptosis depending on the physiological circumstances and cell type. TP53 is involved in cell cycle regulation as a trans-activator that acts to negatively regulate cell division by controlling a set of genes required for this process.",others,"Homo sapiens","Variation in the human TP53 gene affects old age survival and cancer mortality",10.1016/j.exger.2004.10.001,hsa04211,"Longevity regulating pathway",7157
TP53BP1,"TP53-Binding Protein 1","tumor protein p53 binding protein 1","Double-strand break (DSB) repair protein involved in response to DNA damage, telomere dynamics and class-switch recombination (CSR) during antibody genesis. TP53BP1 plays a key role in the repair of double-strand DNA breaks (DSBs) in response to DNA damage by promoting non-homologous end joining (NHEJ)-mediated repair of DSBs and specifically counteracting the function of the homologous recombination (HR) repair protein BRCA1. TP53BP1 participates in the repair and the orientation of the broken DNA ends during CSR.","genomic instability","Homo sapiens","53BP1, a Mediator of the DNA Damage Checkpoint",10.1126/science.1076182,unknown,Unknown,7158
TP63,"P73L; P63","tumor protein p63","TP63 acts as a sequence specific DNA binding transcriptional activator or repressor. TP63 may be required in conjunction with TP73/p73 for initiation of p53/TP53 dependent apoptosis in response to genotoxic insults and the presence of activated oncogenes. TP63 is involved in Notch signaling by probably inducing JAG1 and JAG2. TP63 plays a role in the regulation of epithelial morphogenesis.","genomic instability","Homo sapiens","p63, a p53 Homolog at 3q27-29, Encodes Multiple Products With Transactivating, Death-Inducing, and Dominant-Negative Activities",10.1016/s1097-2765(00)80275-0,unknown,Unknown,8626
TP73,"P53-Like Transcription Factor","tumor protein p73","TP73 participates in the apoptotic response to DNA damage. TP73 isoforms containing the transactivation domain are pro-apoptotic, isoforms lacking the domain are anti-apoptotic and block the function of p53 and transactivating p73 isoforms. TP73 may be a tumor suppressor protein.","genomic instability","Homo sapiens","Human DeltaNp73 regulates a dominant negative feedback loop for TAp73 and p53",10.1189/jlb.1A0317-132R,hsa04115,"p53 signaling pathway",7161
TPP2,"Tripeptidyl Aminopeptidase","tripeptidyl peptidase II","Component of the proteolytic cascade acting downstream of the 26S proteasome in the ubiquitin-proteasome pathway. TRAP1 may be able to complement the 26S proteasome function to some extent under conditions in which the latter is inhibited.","loss of proteostasis","Homo sapiens","Generation of major histocompatibility complex class I antigens: functional interplay between proteasomes and TPPII",10.1038/ni1090,unknown,Unknown,7174
TRADD,"Tumor Necrosis Factor Receptor Type 1 Associated Death Domain Protein","TNFRSF1A Associated Via Death Domain","The nuclear form acts as a tumor suppressor by preventing ubiquitination and degradation of isoform p19ARF/ARF of CDKN2A by TRIP12: acts by interacting with TRIP12, leading to disrupt interaction between TRIP12 and isoform p19ARF/ARF of CDKN2A (By similarity). Adapter molecule for TNFRSF1A/TNFR1 that specifically associates with the cytoplasmic domain of activated TNFRSF1A/TNFR1 mediating its interaction with FADD. Overexpression of TRADD leads to two major TNF-induced responses, apoptosis and activation of NF-kappa-B.","NF-κB related gene","Homo sapiens","Modulating TRADD to restore cellular homeostasis and inhibit apoptosis",10.1038/s41586-020-2757-z,hsa04064,"NF-kappa B signaling pathway",8717
TRAF1,EBI6,"TNF Receptor Associated Factor 1","Adapter molecule that regulates the activation of NF-kappa-B and JNK. Plays a role in the regulation of cell survival and apoptosis. The heterotrimer formed by TRAF1 and TRAF2 is part of a E3 ubiquitin-protein ligase complex that promotes ubiquitination of target proteins, such as MAP3K14. The TRAF1/TRAF2 complex recruits the antiapoptotic E3 protein-ubiquitin ligases BIRC2 and BIRC3 to TNFRSF1B/TNFR2.","NF-κB related gene","Homo sapiens","Traf1 induction and protection from tumor necrosis factor by nuclear factor-kappaB p65 is independent of serine 536 phosphorylation",10.1158/0008-5472.CAN-07-0922,hsa04064,"NF-kappa B signaling pathway",7185
TRAF2,TRAP3,"TNF Receptor Associated Factor 2","Regulates activation of NF-kappa-B and JNK and plays a central role in the regulation of cell survival and apoptosis. Required for normal antibody isotype switching from IgM to IgG. Has E3 ubiquitin-protein ligase activity and promotes 'Lys-63'-linked ubiquitination of target proteins, such as BIRC3, RIPK1 and TICAM1. Is an essential constituent of several E3 ubiquitin-protein ligase complexes, where it promotes the ubiquitination of target proteins by bringing them into contact with other E3 ubiquitin ligases. Regulates BIRC2 and BIRC3 protein levels by inhibiting their autoubiquitination and subsequent degradation; this does not depend on the TRAF2 RING-type zinc finger domain. Plays a role in mediating activation of NF-kappa-B by EIF2AK2/PKR. In complex with BIRC2 or BIRC3, promotes ubiquitination of IKBKE.","NF-κB related gene","Homo sapiens","Bone Remodeling and the Role of TRAF3 in Osteoclastic Bone Resorption",10.3389/fimmu.2018.02263,hsa04064,"NF-kappa B signaling pathway",7186
TRAF3,LAP1,"TNF Receptor Associated Factor 3","Regulates pathways leading to the activation of NF-kappa-B and MAP kinases, and plays a central role in the regulation of B-cell survival. Part of signaling pathways leading to the production of cytokines and interferon. Required for normal antibody isotype switching from IgM to IgG. Plays a role T-cell dependent immune responses. Plays a role in the regulation of antiviral responses. Is an essential constituent of several E3 ubiquitin-protein ligase complexes. May have E3 ubiquitin-protein ligase activity and promote 'Lys-63'-linked ubiquitination of target proteins. Inhibits activation of NF-kappa-B in response to LTBR stimulation. Inhibits TRAF2-mediated activation of NF-kappa-B. Down-regulates proteolytic processing of NFKB2, and thereby inhibits non-canonical activation of NF-kappa-B. Promotes ubiquitination and proteasomal degradation of MAP3K14.","NF-κB related gene","Homo sapiens","Bone Remodeling and the Role of TRAF3 in Osteoclastic Bone Resorption",10.3389/fimmu.2018.02263,hsa04064,"NF-kappa B signaling pathway",7187
TRAF6,RNF85,"TNF Receptor Associated Factor 6","E3 ubiquitin ligase that, together with UBE2N and UBE2V1, mediates the synthesis of 'Lys-63'-linked-polyubiquitin chains conjugated to proteins, such as IKBKG, IRAK1, AKT1 and AKT2. Also mediates ubiquitination of free/unanchored polyubiquitin chain that leads to MAP3K7 activation. Leads to the activation of NF-kappa-B and JUN. May be essential for the formation of functional osteoclasts. Seems to also play a role in dendritic cells (DCs) maturation and/or activation. Represses c-Myb-mediated transactivation, in B-lymphocytes. Adapter protein that seems to play a role in signal transduction initiated via TNF receptor, IL-1 receptor and IL-17 receptor. Regulates osteoclast differentiation by mediating the activation of adapter protein complex 1 (AP-1) and NF-kappa-B, in response to RANK-L stimulation. Together with MAP3K8, mediates CD40 signals that activate ERK in B-cells and macrophages, and thus may play a role in the regulation of immunoglobulin production.","NF-κB related gene","Homo sapiens","Gain-of-Function Mutation of Card14 Leads to Spontaneous Psoriasis-like Skin Inflammation through Enhanced Keratinocyte Response to IL-17A",10.1016/j.immuni.2018.05.012,hsa04064,"NF-kappa B signaling pathway",7189
TRAP1,"TNFR-Associated Protein 1","TNF receptor-associated protein 1","TRAP1 is a chaperone that expresses an ATPase activity. TRAP1 is involved in maintaining mitochondrial function and polarization, downstream of PINK1 and mitochondrial complex I. TRAP1 is a negative regulator of mitochondrial respiration able to modulate the balance between oxidative phosphorylation and aerobic glycolysis.","mitochondrial dysfunction","Homo sapiens","e mitochondrial chaperone TRAP1 promotes neoplastic growth by inhibiting succinate dehydrogenase",10.1016/j.cmet.2013.04.019,unknown,Unknown,10131
TRIM25,RNF147,"Tripartite Motif Containing 25","unctions as a ubiquitin E3 ligase and as an ISG15 E3 ligase . Involved in innate immune defense against viruses by mediating ubiquitination of DDX58 and IFIH1. Mediates 'Lys-63'-linked polyubiquitination of the DDX58 N-terminal CARD-like region and may play a role in signal transduction that leads to the production of interferons in response to viral infection . Mediates 'Lys-63'-linked polyubiquitination of IFIH1 . Promotes ISGylation of 14-3-3 sigma (SFN), an adapter protein implicated in the regulation of a large spectrum signaling pathway . Mediates estrogen action in various target organs . Mediates the ubiquitination and subsequent proteasomal degradation of ZFHX3 .","NF-κB related gene","Homo sapiens","TRIM25 has a dual function in the p53/Mdm2 circuit",10.1038/onc.2015.21,hsa04064,"NF-kappa B signaling pathway",7706
TRPS1,GC79,"Transcriptional Repressor GATA Binding 1","Transcriptional repressor. Binds specifically to GATA sequences and represses expression of GATA-regulated genes at selected sites and stages in vertebrate development. Regulates chondrocyte proliferation and differentiation. Executes multiple functions in proliferating chondrocytes, expanding the region of distal chondrocytes, activating proliferation in columnar cells and supporting the differentiation of columnar into hypertrophic chondrocytes.",others,"Homo sapiens","The RING finger protein RNF4, a co-regulator of transcription, interacts with the TRPS1 transcription factor.",10.1074/jbc.M306259200,unknown,Unknown,7227
TRPV1,"Vanilloid Receptor Subtype 1","transient receptor potential cation channel subfamily V member 1","TRPV1 is involved in mediation of inflammatory pain and hyperalgesia. TRPV1 is sensitized by a phosphatidylinositol second messenger system activated by receptor tyrosine kinases, which involves PKC isozymes and PCL. TRPV1 can be activated by endogenous compounds, including 12-hydroperoxytetraenoic acid and bradykinin. TRPV1 acts as ionotropic endocannabinoid receptor with central neuromodulatory effects.",others,"Homo sapiens","Molecular Determinants of Vanilloid Sensitivity in TRPV1",10.1074/jbc.M312577200,unknown,Unknown,7442
TSC1,"Tuberous Sclerosis 1",Hamartin,"In complex with TSC2, TSC1 inhibits the nutrient-mediated or growth factor-stimulated phosphorylation of S6K1 and EIF4EBP1 by negatively regulating mTORC1 signaling. TSC1 is involved in microtubule-mediated protein transport, but this seems to be due to unregulated mTOR signaling. TSC1 acts as a co-chaperone for HSP90AA1 facilitating HSP90AA1 chaperoning of protein clients such as kinases, TSC2 and glucocorticoid receptor NR3C1.","deregulated nutrient sensing","Homo sapiens","Tuberous sclerosis complex-1 and -2 gene products function together to inhibit mammalian target of rapamycin (mTOR)-mediated downstream signaling",10.1073/pnas.202476899,hsa04211,"Longevity regulating pathway",7248
TSC2,"Tuberous Sclerosis 2",Tuberin,"In complex with TSC1, this tumor suppressor inhibits the nutrient-mediated or growth factor-stimulated phosphorylation of S6K1 and EIF4EBP1 by negatively regulating mTORC1 signaling. TSC2 acts as a GTPase-activating protein (GAP) for the small GTPase RHEB, a direct activator of the protein kinase activity of mTORC1. TSC2 may also play a role in microtubule-mediated protein transport.","deregulated nutrient sensing","Homo sapiens","Tuberous sclerosis complex-1 and -3 gene products function together to inhibit mammalian target of rapamycin (mTOR)-mediated downstream signaling",10.1073/pnas.202476900,hsa04211,"Longevity regulating pathway",7249
TXN,"TRDX; ADF",thioredoxin,"TXN participates in various redox reactions through the reversible oxidation of its active center dithiol to a disulfide and catalyzes dithiol-disulfide exchange reactions.",others,"Homo sapiens","The role of thioredoxin in the aging process: involvement of oxidative stress",10.1089/152308603770310211,unknown,Unknown,7295
UBB,HEL-S-50,"ubiquitin B","UBB exists either covalently attached to another protein, or free (unanchored).","loss of proteostasis","Homo sapiens","Long-term Proteasomal Inhibition in Transgenic Mice by UBB(+1) Expression Results in Dysfunction of Central Respiration Control Reminiscent of Brainstem Neuropathology in Alzheimer Patients",10.1007/s00401-012-1003-7,hsa04137,"Mitophagy - animal",7314
UBE2I,UBC9,"ubiquitin-conjugating enzyme E2I","UBE2I catalyzes the attachment of SUMO1 to other proteins. It is related to PCNA, suggesting it might play a role in DNA repair and perhaps even in aging.","genomic instability","Homo sapiens","RAD6-dependent DNA Repair Is Linked to Modification of PCNA by Ubiquitin and SUMO",10.1038/nature00991,unknown,Unknown,7329
UCHL1,"PGP9.5; Uch-L1; PARK5","ubiquitin carboxyl-terminal esterase L1 (ubiquitin thiolesterase)","UCHL1 has both ligase and hydrolase activities, and it may be involved in protein degradation.","loss of proteostasis","Homo sapiens","The Neuron-Specific Protein PGP 9.5 Is a Ubiquitin Carboxyl-Terminal Hydrolase",10.1126/science.2530630,unknown,Unknown,7345
UCP1,"Mitochondrial Brown Fat Uncoupling Protein 1","uncoupling protein 1 (mitochondrial, proton carrier)","UCP1 functions as a long-chain fatty acid/LCFA and proton symporter, simultaneously transporting one LCFA and one proton through the inner mitochondrial membrane. However, LCFAs remaining associated with the transporter via their hydrophobic tails, it results in an apparent transport of protons activated by LCFAs. UCP1 regulates the production of reactive oxygen species/ROS by mitochondria.","mitochondrial dysfunction","Homo sapiens","Expression, folding, and proton transport activity of human uncoupling protein-1 (UCP1) in lipid membranes: evidence for associated functional forms",10.1074/jbc.M113.509935,unknown,Unknown,7350
UCP2,"Mitochondrial Uncoupling Protein 2; Solute Carrier Family 25 Member 8","uncoupling protein 2 (mitochondrial, proton carrier)","UCP are mitochondrial transporter proteins that create proton leaks across the inner mitochondrial membrane, thus uncoupling oxidative phosphorylation from ATP synthesis. As a result, energy is dissipated in the form of heat.","mitochondrial dysfunction","Homo sapiens","UCP2 transports C4 metabolites out of mitochondria, regulating glucose and glutamine oxidation",https://doi.org/10.1073/pnas.1317400111,unknown,Unknown,7351
UCP3,SLC25A9,"uncoupling protein 3 (mitochondrial, proton carrier)","Mitochondrial uncoupling proteins create proton leaks across the inner mitochondrial membrane to uncouple oxidative phosphorylation from ATP synthesis resulting in energy being dissipated as heat.","mitochondrial dysfunction","Homo sapiens","Energy Metabolism in Uncoupling Protein 3 Gene Knockout Mice",10.1074/jbc.M910179199,unknown,Unknown,7352
ULK1,"Serine/Threonine-Protein Kinase ULK1","Serine/threonine-protein kinase ULK1","ULK1 acts upstream of phosphatidylinositol 3-kinase PIK3C3 to regulate the formation of autophagophores, the precursors of autophagosomes. ULK1 is part of regulatory feedback loops in autophagy: acts both as a downstream effector and negative regulator of mammalian target of rapamycin complex 1 (mTORC1) via interaction with RPTOR. ULK1 is activated via phosphorylation by AMPK and also acts as a regulator of AMPK by mediating phosphorylation of AMPK subunits PRKAA1, PRKAB2 and PRKAG1, leading to negatively regulate AMPK activity.",others,"Homo sapiens","Interaction of the Unc-51-like kinase and microtubule-associated protein light chain 3 related proteins in the brain: possible role of vesicular transport in axonal elongation",10.1016/s0169-328x(00)00218-7,hsa04211,"Longevity regulating pathway",8408
VCAM1,CD106,"Vascular Cell Adhesion Molecule 1","mportant in cell-cell recognition. Appears to function in leukocyte-endothelial cell adhesion. Interacts with integrin alpha-4/beta-1 (ITGA4/ITGB1) on leukocytes, and mediates both adhesion and signal transduction. The VCAM1/ITGA4/ITGB1 interaction may play a pathophysiologic role both in immune responses and in leukocyte emigration to sites of inflammation.","NF-κB related gene","Homo sapiens","Aged blood impairs hippocampal neural precursor activity and activates microglia via brain endothelial cell VCAM1",10.1038/s41591-019-0440-4,hsa04064,"NF-kappa B signaling pathway",7412
VCP,"TERA; P97","valosin containing protein","VCP is necessary for the fragmentation of Golgi stacks during mitosis and for their reassembly after mitosis. VCP is involved in the formation of the transitional endoplasmic reticulum (tER).","loss of proteostasis","Homo sapiens","VCP and PSMF1: Antagonistic Regulators of Proteasome Activity",10.1016/j.bbrc.2015.06.086,unknown,Unknown,7415
VEGFA,VEGF-A,"vascular endothelial growth factor A","Growth factor active in angiogenesis, vasculogenesis and endothelial cell growth. VEGFA induces endothelial cell proliferation, promotes cell migration, inhibits apoptosis and induces permeabilization of blood vessels. VEGFA binds to the FLT1/VEGFR1 and KDR/VEGFR2 receptors, heparan sulfate and heparin.",others,"Homo sapiens","Vascular endothelial growth factor induces cyclooxygenase-dependent proliferation of endothelial cells via the VEGF-2 receptor",10.1096/fj.00-0757fje,hsa04066,"HIF-1 signaling pathway",7422
VEGFC,Flt4-L,"Vascular Endothelial Growth Factor C","Growth factor active in angiogenesis, and endothelial cell growth, stimulating their proliferation and migration and also has effects on the permeability of blood vessels. May function in angiogenesis of the venous and lymphatic vascular systems during embryogenesis, and also in the maintenance of differentiated lymphatic endothelium in adults. Binds and activates KDR/VEGFR2 and FLT4/VEGFR3 receptors.","senescence-associated secretory phenotype","Homo sapiens","Signatures of photo-aging and intrinsic aging in skin were revealed by transcriptome network analysis",10.18632/aging.101496,hsa04010,"MAPK signaling pathway",7424
WNT2,IRP,"Wnt Family Member","Ligand for members of the frizzled family of seven transmembrane receptors. Functions in the canonical Wnt signaling pathway that results in activation of transcription factors of the TCF/LEF family (PubMed:20018874). Functions as upstream regulator of FGF10 expression. Plays an important role in embryonic lung development. May contribute to embryonic brain development by regulating the proliferation of dopaminergic precursors and neurons (By similarity).","senescence-associated secretory phenotype","Homo sapiens","SERPINH1 regulates EMT and gastric cancer metastasis via the Wnt/β-catenin signaling pathway",10.18632/aging.102831,hsa04150,"mTOR signaling pathway",7472
WRN,"RECQL2; RECQ3","Werner syndrome, RecQ helicase-like","Multifunctional enzyme that has both magnesium and ATP-dependent DNA-helicase activity and 3'->5' exonuclease activity towards double-stranded DNA with a 5'-overhang.","genomic instability","Homo sapiens","Aging Stem Cells. A Werner Syndrome Stem Cell Model Unveils Heterochromatin Alterations as a Driver of Homo sapiens Aging",10.1126/science.aaa1356,unknown,Unknown,7486
XIAP,"IAP-Like Protein 1","X-Linked Inhibitor Of Apoptosis","Multi-functional protein which regulates not only caspases and apoptosis, but also modulates inflammatory signaling and immunity, copper homeostasis, mitogenic kinase signaling, cell proliferation, as well as cell invasion and metastasis. Acts as a direct caspase inhibitor. Directly bind to the active site pocket of CASP3 and CASP7 and obstructs substrate entry. Inactivates CASP9 by keeping it in a monomeric, inactive state. Acts as an E3 ubiquitin-protein ligase regulating NF-kappa-B signaling and the target proteins for its E3 ubiquitin-protein ligase activity include: RIPK1, CASP3, CASP7, CASP8, CASP9, MAP3K2/MEKK2, DIABLO/SMAC, AIFM1, CCS and BIRC5/survivin. Ubiquitinion of CCS leads to enhancement of its chaperone activity toward its physiologic target, SOD1, rather than proteasomal degradation. Ubiquitinion of MAP3K2/MEKK2 and AIFM1 does not lead to proteasomal degradation.","NF-κB related gene","Homo sapiens","Elevated X-linked inhibitor of apoptosis protein (XIAP) expression uncovers detrimental prognosis in subgroups of neoadjuvant treated and T-cell rich esophageal adenocarcinoma",10.1186/s12885-019-5722-1,hsa04064,"NF-kappa B signaling pathway",331
XPA,"XPAC; XP1","xeroderma pigmentosum, complementation group A","XPA is primarily involved in DNA repair. The XPA protein functions in the recognition of DNA damage.","genomic instability","Homo sapiens","Xeroderma Pigmentosa Group A (XPA), Nucleotide Excision Repair and Regulation by ATR in Response to Ultraviolet Irradiation",10.1007/978-3-319-56017-5_4,unknown,Unknown,7507
XRCC5,"KU80; KARP-1; Ku86","X-ray repair complementing defective repair in Chinese hamster cells 5 (double-strand-break rejoining)","The DNA repair protein Ku (a heterodimer of Ku70 and Ku80 subunits) associates with mammalian telomeres and contributes to telomere maintenance.","telomere attrition","Homo sapiens","Human Ku70/80 Associates Physically With Telomerase Through Interaction With hTERT",10.1074/jbc.M208542200,unknown,Unknown,7520
XRCC6,"KU70; ML8; G22P1","X-ray repair complementing defective repair in Chinese hamster cells 6","Ku70 forms a heterodimer with Ku80, called Ku, that is critical for repairing DNA double-stand breaks by nonhomologous end joining and for maintaining telomeres. The Ku heterodimer is important for longevity assurance in mice.",others,"Homo sapiens","Human Ku70/80 associates physically with telomerase through interaction with hTERT",10.1074/jbc.M208542200,unknown,Unknown,2547
YWHAZ,"KCIP-1; 14-3-3-zeta; YWHAD","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta","YWHAZ interacts with so many proteins, including many associated with ageing such as the?INS/IGF1?pathway, may be involved in stem cell development.","stem cell exhaustion","Homo sapiens","Proteomic Analysis Identifies That 14-3-3zeta Interacts With Beta-Catenin and Facilitates Its Activation by Akt",10.1073/pnas.0406499101,hsa04110,"Cell cycle",7534
ZAP70,SRK,"Zeta Chain Of T Cell Receptor Associated Protein Kinase 70","Tyrosine kinase that plays an essential role in regulation of the adaptive immune response. Regulates motility, adhesion and cytokine expression of mature T-cells, as well as thymocyte development. Contributes also to the development and activation of primary B-lymphocytes. When antigen presenting cells (APC) activate T-cell receptor (TCR), a serie of phosphorylations lead to the recruitment of ZAP70 to the doubly phosphorylated TCR component CD247/CD3Z through ITAM motif at the plasma membrane. This recruitment serves to localization to the stimulated TCR and to relieve its autoinhibited conformation. Release of ZAP70 active conformation is further stabilized by phosphorylation mediated by LCK.","NF-κB related gene","Homo sapiens","Otud7b facilitates T cell activation and inflammatory responses by regulating Zap70 ubiquitination",10.1084/jem.20151426,hsa04064,"NF-kappa B signaling pathway",7535
ZMPSTE24,"FACE-1; Ste24p; STE24","zinc metallopeptidase STE24","ZMPSTE24 is a zinc metalloprotease involved in the post-translational processing of?LMNA?precursors. ZMPSTE24-null mice have a short lifespan and show some signs of accelerated ageing.","genomic instability","Homo sapiens","Loss of ZMPSTE24 (FACE-1) Causes Autosomal Recessive Restrictive Dermopathy and Accumulation of Lamin A Precursors",10.1093/hmg/ddi159,unknown,Unknown,10269
