Symbol,Alias,Description,Function,Gene_Set,Species,Literature_Name,Literature_Link,KEGG_ID,KEGG_Name,Gene_ID
EPS8,"Epidermal Growth Factor Receptor Kinase Substrate 8","epidermal growth factor receptor pathway substrate 8","Stimulates guanine exchange activity of SOS1. May play a role in membrane ruffling and remodeling of the actin cytoskeleton. In the cochlea, is required for stereocilia maintenance in adult hair cells.",others,"Homo sapiens","The eps8 family of proteins links growth factor stimulation to actin reorganization generating functional redundancy in the Ras/Rac pathway",10.1091/mbc.E03-06-0427,unknown,Unknown,2059
ERBB2,"HER2; NGL","erb-b2 receptor tyrosine kinase 2","Protein tyrosine kinase that is part of several cell surface receptor complexes, but that apparently needs a coreceptor for ligand binding. Essential component of a neuregulin-receptor complex, although neuregulins do not interact with it alone.",others,"Homo sapiens","Premature Senescence Is a Primary Fail-Safe Mechanism of ERBB2-driven Tumorigenesis in Breast Carcinoma Cells","PMID: 15705882",hsa04010,"MAPK signaling pathway",2064
ERCC1,RAD10,"excision repair cross-complementation group 1","ERCC1 has a role in DNA repair in association with the other ERCC proteins.","genomic instability","Homo sapiens","Formation of a Ternary Complex by Human XPA, ERCC1, and ERCC4(XPF) Excision Repair Proteins",10.1073/pnas.91.11.5017,unknown,Unknown,2067
ERCC2,"CXPD; XPD","excision repair cross-complementation group 2","ATP-dependent 5'-3' DNA helicase, component of the general transcription and DNA repair factor IIH (TFIIH) core complex, which is involved in general and transcription-coupled nucleotide excision repair (NER) of damaged DNA and, when complexed to CAK, in RNA transcription by RNA polymerase II.","genomic instability","Homo sapiens","The Involvement of ERCC2/XPD and ERCC6/CSB Wild Type Alleles in Protection Against Aging and Cancer",10.2174/1874609810666170707101548,unknown,Unknown,2068
ERCC3,"XPB; BTF2; RAD25","excision repair cross-complementation group 3","ERCC3 is an ATP-dependent 3'-5' directed DNA helicase involved in basal RNA transcription and the nucleotide excision repair (NER) pathway.","genomic instability","Homo sapiens","Telomere Attrition and Genomic Instability in Xeroderma Pigmentosum Type-B Deficient Fibroblasts Under Oxidative Stress",10.1111/j.1582-4934.2009.00945.x,unknown,Unknown,2071
ERCC4,"ERCC Excision Repair 4; Endonuclease Catalytic Subunit","excision repair cross-complementation group 4","Catalytic component of a structure-specific DNA repair endonuclease responsible for the 5-prime incision during DNA repair. Involved in homologous recombination that assists in removing interstrand cross-link.","genomic instability","Homo sapiens","Mammalian BTBD12/SLX4 assembles a Holliday junction resolvase and is required for DNA repair",10.1016/j.cell.2009.06.030,unknown,Unknown,2072
ERCC5,"ERCM2; XPGC","excision repair cross-complementation group 5","ERCC5 may reduce endogenous DNA damage and attend therapy for human progeroid genome instability syndromes.","genomic instability","Homo sapiens","Human xeroderma pigmentosum group G gene encodes a DNA endonuclease",10.1093/nar/22.16.3312,unknown,Unknown,2073
ERCC6,"CSB; RAD26; ARMD5","excision repair cross-complementation group 6","Mutant for ERCC6 and XPA die before weaning and display some signs of premature ageing included stunted growth, neurological dysfunction, retinal degeneration, cachexia, and kyphosis.",others,"Homo sapiens","Cockayne syndrome group B cellular and biochemical functions",10.1086/380399,unknown,Unknown,2074
ERCC8,"CKN1; CSA","excision repair cross-complementation group 8","Substrate-recognition component of the CSA complex, a DCX (DDB1-CUL4-X-box) E3 ubiquitin-protein ligase complex, involved in transcription-coupled nucleotide excision repair.","genomic instability","Homo sapiens","Two Novel Heterozygous Mutations in ERCC8 Cause Cockayne Syndrome in a Chinese Patient",10.1016/j.pediatrneurol.2015.06.006,unknown,Unknown,1161
ESR1,"NR3A1; Era; ESR","estrogen receptor 1","ESR1 is a transcription factor that mediates the actions of estrogen. Mice without ESR1 were infertile and showed a variety of changes.","genomic instability","Homo sapiens","Age-dependent Methylation of ESR1 Gene in Prostate Cancer",10.1016/j.bbrc.2004.06.164,unknown,Unknown,2099
FADS1,"D5D; FADS6; FADSD5","fatty acid desaturase 1","Long-chain polyunsaturated fatty acids (LCPUFAs) biosynthetic capacity is regulated by FADS1 polymorphisms and decreased by aging in FADS1 C allele carriers.",others,"Homo sapiens","Aging and FADS1 polymorphisms decrease the biosynthetic capacity of long-chain PUFAs: A human trial using [U- 13 C]linoleic acid",10.1016/j.plefa.2019.07.003,unknown,Unknown,3992
FAS,"CD95; APO-1; FAS1","fas cell surface death receptor","Fas-mediated apoptosis has a role in aging of human epidermis. Epidermal Fas expression and apoptosis are increased in aged human skin.",others,"Homo sapiens","Aging of Human Epidermis: Reversal of Aging Changes Correlates With Reversal of Keratinocyte Fas Expression and Apoptosis",10.1093/gerona/59.5.b411,hsa04115,"p53 signaling pathway",355
FBP1,FBP,"fructose-bisphosphatase 1","Catalyzes the hydrolysis of fructose 1,6-bisphosphate to fructose 6-phosphate in the presence of divalent cations, acting as a rate-limiting enzyme in gluconeogenesis. Plays a role in regulating glucose sensing and insulin secretion of pancreatic beta-cells.",others,"Homo sapiens","Common and cell type-specific responses of human cells to mitochondrial dysfunction",10.1016/j.yexcr.2004.09.006,hsa04910,"Insulin signaling pathway",2203
FEN1,"FEN-1; MF1; RAD2","flap structure-specific endonuclease 1","Involved in DNA processing, FEN-1 removes 5' overhanging flaps in DNA repair and processes the 5' ends of Okazaki fragments in lagging strand DNA synthesis.","genomic instability","Homo sapiens","Structure of the DNA Repair and Replication Endonuclease and Exonuclease FEN-1: Coupling DNA and PCNA Binding to FEN-1 Activity",10.1016/s0092-8674(00)81789-4,unknown,Unknown,2237
FGF21,FGF-21,"fibroblast growth factor 21","Stimulates glucose uptake in differentiated adipocytes via the induction of glucose transporter SLC2A1/GLUT1 expression (but not SLC2A4/GLUT4 expression). Activity requires the presence of KLB.","deregulated nutrient sensing","Homo sapiens","FGF-21 as a novel metabolic regulator",10.1172/JCI23606,hsa04010,"MAPK signaling pathway",26291
FGF23,"Tumor-Derived Hypophosphatemia Inducing Factor","fibroblast growth factor 23","Regulator of phosphate homeostasis. Inhibits renal tubular phosphate transport by reducing SLC34A1 levels. Upregulates EGR1 expression in the presence of KL. Acts directly on the parathyroid to decrease PTH secretion. Regulator of vitamin-D metabolism. Negatively regulates osteoblast differentiation and matrix mineralization.",others,"Homo sapiens","FGF-23 inhibits renal tubular phosphate transport and is a PHEX substrate",https://doi.org/10.1006/bbrc.2001.5084,hsa04010,"MAPK signaling pathway",8074
FGF7,"HBGF-7; KGF","fibroblast growth factor 7","Hominis Placenta (HP) treatment significantly increased the expression of FGF-7, which plays pivotal roles to maintain anagen phase both protein and mRNA levels.","senescence-associated secretory phenotype","Homo sapiens","Hominis Placenta facilitates hair re-growth by upregulating cellular proliferation and expression of fibroblast growth factor-7",10.1186/s12906-016-1180-3,hsa04010,"MAPK signaling pathway",2252
FGFR1,"CEK; FLG; N-SAM","fibroblast growth factor receptor 1","FGFR1 is the receptor of the fibroblast growth factor.","altered intercellular communication","Homo sapiens","Attenuation of FGF Signalling in   Beta-Cells Leads to Diabetes",10.1038/35048589,hsa04010,"MAPK signaling pathway",2260
FGFR3,JTK4,"Fibroblast Growth Factor Receptor 3","Tyrosine-protein kinase that acts as cell-surface receptor for fibroblast growth factors and plays an essential role in the regulation of cell proliferation, differentiation and apoptosis. Plays an essential role in the regulation of chondrocyte differentiation, proliferation and apoptosis, and is required for normal skeleton development. Regulates both osteogenesis and postnatal bone mineralization by osteoblasts. Promotes apoptosis in chondrocytes, but can also promote cancer cell proliferation. Required for normal development of the inner ear. Phosphorylates PLCG1, CBL and FRS2. Ligand binding leads to the activation of several signaling cascades. Activation of PLCG1 leads to the production of the cellular signaling molecules diacylglycerol and inositol 1,4,5-trisphosphate. Phosphorylation of FRS2 triggers recruitment of GRB2, GAB1, PIK3R1 and SOS1, and mediates activation of RAS, MAPK1/ERK2, MAPK3/ERK1 and the MAP kinase signaling pathway, as well as of the AKT1 signaling pathway. Plays a role in the regulation of vitamin D metabolism. Mutations that lead to constitutive kinase activation or impair normal FGFR3 maturation, internalization and degradation lead to aberrant signaling. Over-expressed or constitutively activated FGFR3 promotes activation of PTPN11/SHP2, STAT1, STAT5A and STAT5B. Secreted isoform 3 retains its capacity to bind FGF1 and FGF2 and hence may interfere with FGF signaling.",others,"Homo sapiens","Hepatic gene body hypermethylation is a shared epigenetic signature of murine longevity",10.1371/journal.pgen.1007766,hsa04010,"MAPK signaling pathway",2261
FLT1,"VEGFR1; FLT","fms-related tyrosine kinase 1","It is involved in signalling cascade.","epigenetic alterations","Homo sapiens","Aging and Orchidectomy Modulate Expression of VEGF Receptors (Flt-1 and Flk-1) on Corpus Cavernosum of the Rat",10.1196/annals.1354.020,unknown,Unknown,2321
FOS,P55,"FBJ murine osteosarcoma viral oncogene homolog","Nuclear phosphoprotein which forms a tight but non-covalently linked complex with the JUN/AP-1 transcription factor. In the heterodimer, FOS and JUN/AP-1 basic regions each seems to interact with symmetrical DNA half sites.","cellular senescence","Homo sapiens","An altered repertoire of fos/jun (AP-1) at the onset of replicative senescence",10.1016/0014-4827(92)90415-5,hsa04935,"Growth hormone synthesis, secretion and action",2353
FOXL2,PINTO,"Forkhead Box Protein L2","Transcriptional regulator. Critical factor essential for ovary differentiation and maintenance, and repression of the genetic program for somatic testis determination. Prevents trans-differentiation of ovary to testis through transcriptional repression of the Sertoli cell-promoting gene SOX9 (By similarity). Has apoptotic activity in ovarian cells. Suppresses ESR1-mediated transcription of PTGS2/COX2 stimulated by tamoxifen (By similarity). Is a regulator of CYP19 expression (By similarity). Participates in SMAD3-dependent transcription of FST via the intronic SMAD-binding element (By similarity). Is a transcriptional repressor of STAR. Activates SIRT1 transcription under cellular stress conditions. Activates transcription of OSR2.",others,"Homo sapiens","Transcriptional factor FOXL2 interacts with DP103 and induces apoptosis.",10.1016/j.bbrc.2005.08.184,unknown,Unknown,668
FOXM1,"HFH-11; HNF-3","forkhead box M1","Increased Foxm1b levels are essential for GH to stimulate hepatocyte proliferation. Increased expression of FOXM1 in old mice restored hepatocyte proliferation to levels found in young animals.","deregulated nutrient sensing","Homo sapiens","FoxM1 repression during human aging leads to mitotic decline and aneuploidy-driven full senescence",10.1038/s41467-018-05258-6,hsa04218,"Cellular senescence",2305
FOXO1,"FKH1; FKHR; FOXO1A","forkhead box O1","FOXO1 negatively regulates skeletal muscle mass and type I fiber gene expression and leads to impaired skeletal muscle function.",others,"Homo sapiens","Fox's in development and disease",10.1016/S0168-9525(03)00111-2,hsa04211,"Longevity regulating pathway",2308
FOXO3,"AF6q21; FOXO2; FKHRL1","forkhead box O3","A transcription factor of the Fox family, FOXO3, is crucial in development.",others,"Homo sapiens","Fox's in Development and Disease",10.1016/S0168-9525(03)00111-2,hsa04211,"Longevity regulating pathway",2309
FOXO4,"AFX1; MLLT7","forkhead box O4","FOXO4 plays a role in development and in insulin (INS) signalling.","deregulated nutrient sensing","Homo sapiens","Targeted Apoptosis of Senescent Cells Restores Tissue Homeostasis in Response to Chemotoxicity and Aging",10.1016/j.cell.2017.02.031,hsa04068,"FoxO signaling pathway",4303
GAPDH,G3PD,"glyceraldehyde-3-phosphate dehydrogenase","Has both glyceraldehyde-3-phosphate dehydrogenase and nitrosylase activities, thereby playing a role in glycolysis and nuclear functions, respectively. Participates in nuclear events including transcription, RNA transport, DNA replication and apoptosis.",others,"Homo sapiens","Ishemia-reperfusion enhances GAPDH nitration in aging skeletal muscle",10.18632/aging.100394,hsa04066,"HIF-1 signaling pathway",2597
GCK,"HHF3; HKIV",glucokinase,"Catalyzes the phosphorylation of hexose, such as D-glucose, D-fructose and D-mannose, to hexose 6-phosphate.",others,"Homo sapiens","GCK gene-body hypomethylation is associated with the risk of coronary heart disease",10.1155/2014/151723,hsa04910,"Insulin signaling pathway",2645
GCLC,"Gamma-Glutamylcysteine Synthetase","glutamate-cysteine ligase, catalytic subunit","Glutamate-cysteine ligase, also known as gamma-glutamylcysteine synthetase is the first rate-limiting enzyme of glutathione synthesis. The enzyme consists of two subunits, a heavy catalytic subunit and a light regulatory subunit. This locus encodes the catalytic subunit, while the regulatory subunit is derived from a different gene located on chromosome 1p22-p21. Mutations at this locus have been associated with hemolytic anemia due to deficiency of gamma-glutamylcysteine synthetase and susceptibility to myocardial infarction.","loss of proteostasis","Homo sapiens","Association of polymorphisms of glutamate-cystein ligase and microsomal triglyceride transfer protein genes in non-alcoholic fatty liver disease",10.1111/j.1440-1746.2009.06001.x,unknown,Unknown,2729
GCLM,"Gamma-Glutamylcysteine Synthetase Regulatory Subunit","glutamate-cysteine ligase, modifier subunit","Glutamate-cysteine ligase, also known as gamma-glutamylcysteine synthetase, is the first rate limiting enzyme of glutathione synthesis. The enzyme consists of two subunits, a heavy catalytic subunit and a light regulatory subunit. Gamma glutamylcysteine synthetase deficiency has been implicated in some forms of hemolytic anemia. Alternative splicing results in multiple transcript variants encoding different isoforms.","loss of proteostasis","Homo sapiens","Structure, function, and post-translational regulation of the catalytic and modifier subunits of glutamate cysteine ligase",10.1016/j.mam.2008.08.009,unknown,Unknown,2730
GDF11,"Bone Morphogenetic Protein 11","growth differentiation factor 11","Secreted signal that acts globally to specify positional identity along the anterior/posterior axis during development. May play critical roles in patterning both mesodermal and neural tissues and in establishing the skeletal pattern. Signals through activin receptors type-2, ACVR2A and ACVR2B, and activin receptors type-1, ACVR1B, ACVR1C and TGFBR1 leading to the phosphorylation of SMAD2 and SMAD3.",others,"Homo sapiens","Structural Basis for Potency Differences Between GDF8 and GDF11",10.1186/s12915-017-0350-1,unknown,Unknown,10220
GDF15,"MIC1; NAG-1; PDF","growth differentiation factor 15","Both the intracellular GDF15 and the circulating mature GDF15 are implicated in biological processes, such as energy homeostasis and body weight regulation.","senescence-associated secretory phenotype","Homo sapiens","Growth differentiation factor 15 (GDF15): A survival protein with therapeutic potential in metabolic diseases",10.1016/j.pharmthera.2019.02.008,unknown,Unknown,9518
GH1,"GH; IGHD2","growth hormone 1","It plays an important role in growth control. Its major role in stimulating body growth is to stimulate the liver and other tissues to secrete IGF-1.","cellular senescence","Homo sapiens","Growth hormone secretion is diminished and tightly controlled in humans enriched for familial longevity",10.1111/acel.12519,hsa04935,"Growth hormone synthesis, secretion and action",2688
GHR,"GHBP; GHIP","growth hormone receptor","Receptor for pituitary gland growth hormone involved in regulating postnatal body growth. On ligand binding, couples to the JAK2/STAT5 pathway.","loss of proteostasis","Homo sapiens","Growth hormone receptor deficiency is associated with a major reduction in pro-aging signaling, cancer, and diabetes in humans",10.1126/scitranslmed.3001845,hsa04935,"Growth hormone synthesis, secretion and action",2690
GHRH,"GHRF; GRF","growth hormone releasing hormone","GRF is released by the hypothalamus and acts on the adenohypophyse to stimulate the secretion of growth hormone.","loss of proteostasis","Homo sapiens","In vivo semiquantification of hypothalamic growth hormone-releasing hormone (GHRH) output in humans: evidence for relative GHRH deficiency in aging",10.1210/jcem.84.10.6063,hsa04935,"Growth hormone synthesis, secretion and action",2691
GHRHR,GRFR,"growth hormone releasing hormone receptor","Receptor for GRF, coupled to G proteins which activate adenylyl cyclase. Stimulates somatotroph cell growth, growth hormone gene transcription and growth hormone secretion.","deregulated nutrient sensing","Homo sapiens","Familial Dwarfism Due to a Novel Mutation of the Growth Hormone-Releasing Hormone Receptor Gene",10.1210/jcem.84.3.5599,hsa04935,"Growth hormone synthesis, secretion and action",2692
GPX1,"Glutathione Peroxidase 1; GSHPX1; GPXD","glutathione peroxidase 1","Overexpression of GPX1 in mice results in insulin (INS) resistance and obesity.","deregulated nutrient sensing","Homo sapiens","Association of GPX1 and GPX4 polymorphisms with episodic memory and Alzheimer's disease",10.1016/j.neulet.2017.12.026,unknown,Unknown,2876
GPX4,"Phospholipid Hydroperoxide Glutathione Peroxidase","glutathione peroxidase 4","Essential antioxidant peroxidase that directly reduces phospholipid hydroperoxide even if they are incorporated in membranes and lipoproteins. Can also reduce fatty acid hydroperoxide, cholesterol hydroperoxide and thymine hydroperoxide. Plays a key role in protecting cells from oxidative damage by preventing membrane lipid peroxidation. Required to prevent cells from ferroptosis, a non-apoptotic cell death resulting from an iron-dependent accumulation of lipid reactive oxygen species. Plays a role in a primary T-cell response to viral and parasitic infection by protecting T-cells from ferroptosis and by supporting T-cell expansion. Plays a role of glutathione peroxidase in platelets in the arachidonic acid metabolism.",others,"Homo sapiens","Regulation of Ferroptotic Cancer Cell Death by GPX4",10.1016/j.cell.2013.12.010,unknown,Unknown,2879
GRB2,NCKAP2,"growth factor receptor-bound protein 2","GRB2 has a role as a signal transducer of many pathways, including pathways and genes previously related to ageing such as INS/IGF1 signalling and SHC1.","deregulated nutrient sensing","Homo sapiens","Feedback between p21 and reactive oxygen production is necessary for cell senescence",10.1038/msb.2010.5,hsa04910,"Insulin signaling pathway",2885
GRIA2,GluA2,"Glutamate Ionotropic Receptor AMPA Type Subunit 2","Receptor for glutamate that functions as ligand-gated ion channel in the central nervous system and plays an important role in excitatory synaptic transmission. L-glutamate acts as an excitatory neurotransmitter at many synapses in the central nervous system. Binding of the excitatory neurotransmitter L-glutamate induces a conformation change, leading to the opening of the cation channel, and thereby converts the chemical signal to an electrical impulse. The receptor then desensitizes rapidly and enters a transient inactive state, characterized by the presence of bound agonist. In the presence of CACNG4 or CACNG7 or CACNG8, shows resensitization which is characterized by a delayed accumulation of current flux upon continued application of glutamate. Through complex formation with NSG1, GRIP1 and STX12 controls the intracellular fate of AMPAR and the endosomal sorting of the GRIA2 subunit toward recycling and membrane targeting.",others,"Homo sapiens","Epigenetic-aging-signature to determine age in different tissues",10.18632/aging.100395,hsa04024,"cAMP signaling pathway",2891
GRN,"PC Cell-Derived Growth Factor",granulin,"Secreted protein that acts as a key regulator of lysosomal function and as a growth factor involved in inflammation, wound healing and cell proliferation. Regulates protein trafficking to lysosomes and, also the activity of lysosomal enzymes. Facilitates also the acidification of lysosomes, causing degradation of mature CTSD by CTSB. In addition, functions as wound-related growth factor that acts directly on dermal fibroblasts and endothelial cells to promote division, migration and the formation of capillary-like tubule structures. Also promotes epithelial cell proliferation by blocking TNF-mediated neutrophil activation preventing release of oxidants and proteases. Moreover, modulates inflammation in neurons by preserving neurons survival, axonal outgrowth and neuronal integrity.",others,"Homo sapiens","GRN variability contributes to sporadic frontotemporal lobar degeneration",10.3233/JAD-2010-1225,unknown,Unknown,2896
GSK3A,"Glycogen Synthase Kinase-3 Alpha","glycogen synthase kinase 3 alpha","Constitutively active protein kinase that acts as a negative regulator in the hormonal control of glucose homeostasis, Wnt signaling and regulation of transcription factors and microtubules, by phosphorylating and inactivating glycogen synthase (GYS1 or GYS2), CTNNB1/beta-catenin, APC and AXIN1. Requires primed phosphorylation of the majority of its substrates. Contributes to insulin regulation of glycogen synthesis by phosphorylating and inhibiting GYS1 activity and hence glycogen synthesis. Regulates glycogen metabolism in liver, but not in muscle. May also mediate the development of insulin resistance by regulating activation of transcription factors. Acts as a regulator of autophagy by mediating phosphorylation of KAT5/TIP60 under starvation conditions, leading to activate KAT5/TIP60 acetyltransferase activity and promote acetylation of key autophagy regulators, such as ULK1 and RUBCNL/Pacer.","deregulated nutrient sensing","Homo sapiens","Glycogen synthase kinase-3: properties, functions, and regulation",10.1021/cr000110o,unknown,Unknown,2931
GSK3B,"Glycogen Synthase Kinase 3 Beta; Serine/Threonine-Protein Kinase GSK3B","glycogen synthase kinase 3 beta","Adult overexpression of GSK3B in the brain of   resulted in neurodegeneration. GSK-3beta has been postulated to mediate Alzheimer's disease tau hyperphosphorylation, beta-amyloid-induced neurotoxicity and presenilin-1 mutation pathogenic effects.",others,"Homo sapiens","Early Life Stress and Epigenetics in Late-onset Alzheimer's Dementia: A Systematic Review",10.2174/1389202919666171229145156,hsa04910,"Insulin signaling pathway",2932
GSR,"Glutathione-Disulfide Reductase; GRase; GRD1","glutathione reductase","GSR is involved in redox regulation and oxidative defence.",others,"Homo sapiens","Loss of glutathione redox homeostasis impairs proteostasis by inhibiting autophagy-dependent protein degradation",10.1038/s41418-018-0270-9,unknown,Unknown,2936
GSS,"GSHS; GSH-S; Glutathione Synthase","glutathione synthetase","Mutations in the human GSS gene cause 5-oxoprolinuria. GSS is involved in redox regulation.",others,"Homo sapiens","Mutations in the Glutathione Synthetase Gene Cause 5-oxoprolinuria",10.1038/ng1196-361,unknown,Unknown,2937
