Symbol,Alias,Description,Function,Gene_Set,Species,Literature_Name,Literature_Link,KEGG_ID,KEGG_Name,Gene_ID
BIRC2,"CIAP1; API1","baculoviral IAP repeat containing 2","Multi-functional protein which regulates not only caspases and apoptosis, but also modulates inflammatory signaling and immunity, mitogenic kinase signaling, and cell proliferation, as well as cell invasion and metastasis.","NF-κB related gene","Homo sapiens","A serum protein signature of APOE genotypes in centenarians",10.1111/acel.13023,hsa04064,"NF-kappa B signaling pathway",329
BIRC3,"C-IAP2; RNF49","Baculoviral IAP Repeat Containing 3","Multi-functional protein which regulates not only caspases and apoptosis, but also modulates inflammatory signaling and immunity, mitogenic kinase signaling and cell proliferation, as well as cell invasion and metastasis.","NF-κB related gene","Homo sapiens","Differential regulation of inhibitors of apoptosis proteins in Alzheimer's disease brains",10.1016/j.nbd.2006.12.017,hsa04064,"NF-kappa B signaling pathway",330
BLM,RECQL3,"Bloom syndrome, RecQ helicase-like","ATP-dependent DNA helicase that unwinds single- and double-stranded DNA in a 3'-5' direction.","genomic instability","Homo sapiens","Bloom's Syndrome: Why Not Premature Aging?: A Comparison of the BLM and WRN Helicases",10.1016/j.arr.2016.05.010,unknown,Unknown,641
BMI1,"RNF51; PCGF4","BMI1 proto-oncogene, polycomb ring finger","BMI1 is an oncogene involved in transcriptional regulation by remodelling chromatin. It may also be involved in development.","stem cell exhaustion","Homo sapiens","Bmi1 is down-regulated in the aging brain and displays antioxidant and protective activities in neurons",10.1371/journal.pone.0031870,hsa04550,"Signaling pathways regulating pluripotency of stem cells",648
BMP2,"BDA2; BMP2","Bone Morphogenetic Protein 2","Induces cartilage and bone formation. Stimulates the differentiation of myoblasts into osteoblasts via the EIF2AK3-EIF2A- ATF4 pathway. BMP2 activation of EIF2AK3 stimulates phosphorylation of EIF2A which leads to increased expression of ATF4 which plays a central role in osteoblast differentiation.","senescence-associated secretory phenotype","Homo sapiens","Long noncoding RNA Bmncr regulates mesenchymal stem cell fate during skeletal aging",10.1172/JCI99044,hsa04350,"TGF-beta signaling pathway",650
BMP6,"VGR1; VGR","Bone Morphogenetic Protein 6","Induces cartilage and bone formation.","senescence-associated secretory phenotype","Homo sapiens","Increased BMP6 Levels in the Brains of Alzheimer's Disease Patients and APP Transgenic Mice Are Accompanied by Impaired Neurogenesis",10.1523/JNEUROSCI.1305-10.2010,hsa04350,"TGF-beta signaling pathway",654
BRCA1,"RNF53; BROVCA1","breast cancer 1, early onset","E3 ubiquitin-protein ligase that specifically mediates the formation of 'Lys-6'-linked polyubiquitin chains and plays a central role in DNA repair by facilitating cellular responses to DNA damage.","genomic instability","Homo sapiens","Large-scale Genomic Analyses Link Reproductive Aging to Hypothalamic Signaling, Breast Cancer Susceptibility and BRCA1-mediated DNA Repair",10.1038/ng.3412,hsa04151,"PI3K-Akt signaling pathway",672
BRCA2,"FAD1; BRCC2; XRCC11","breast cancer 2, early onset","XRCC1 is a molecular scaffold protein that assembles multi-protein complexes involved in DNA single-strand break repair.Cells from Homo sapiens patients with mutations in BRCA2 exhibited reduced rates of DNA repair and elevated levels of protein ADP-ribosylation.","genomic instability","Homo sapiens","XRCC1 Mutation Is Associated With PARP1 Hyperactivation and Cerebellar Ataxia",10.1038/nature20790,unknown,Unknown,675
BSCL2,"GNG3LG; SPG17","Berardinelli-Seip congenital lipodystrophy 2 (seipin)","It is a regulator of lipid catabolism essential for adipocyte differentiation. May also be involved in the central regulation of energy homeostasis. Necessary for correct lipid storage and lipid droplets maintenance; may play a tissue-autonomous role in controlling lipid storage in adipocytes and in preventing ectopic lipid droplet formation in non-adipose tissues.","deregulated nutrient sensing","Homo sapiens","Genetic Syndromes in Man With Potential Relevance to the Pathobiology of Aging",PMID:?147113,unknown,Unknown,26580
BTK,"AGMX1; BPK","Bruton Tyrosine Kinase","Non-receptor tyrosine kinase indispensable for B lymphocyte development, differentiation and signaling. Binding of antigen to the B-cell antigen receptor (BCR) triggers signaling that ultimately leads to B-cell activation. After BCR engagement and activation at the plasma membrane, phosphorylates PLCG2 at several sites, igniting the downstream signaling pathway through calcium mobilization, followed by activation of the protein kinase C (PKC) family members.","NF-κB related gene","Homo sapiens","BTK Modulates p53 Activity to Enhance Apoptotic and Senescent Responses",10.1158/0008-5472.CAN-16-0690,hsa04064,"NF-kappa B signaling pathway",695
BUB1B,"BUBR1; MAD3L; Bub1A","BUB1 mitotic checkpoint serine/threonine kinase B","BUB1B is a mitotic checkpoint that controls chromosome segregation and maintains genetic stability. Inhibit aging.","genomic instability","Homo sapiens","Constitutional aneuploidy and cancer predisposition caused by biallelic mutations in BUB1B",10.1038/ng1449,hsa04110,"Cell cycle",701
BUB3,"Mitotic Checkpoint Protein BUB3","BUB3 mitotic checkpoint protein","It has a dual function in spindle-assembly checkpoint signaling and in promoting the establishment of correct kinetochore-microtubule (K-MT) attachments. Promotes the formation of stable end-on bipolar attachments. Necessary for kinetochore localization of BUB1. Regulates chromosome segregation during oocyte meiosis. The BUB1/BUB3 complex plays a role in the inhibition of anaphase-promoting complex or cyclosome (APC/C) when spindle-assembly checkpoint is activated and inhibits the ubiquitin ligase activity of APC/C by phosphorylating its activator CDC20. This complex can also phosphorylate MAD1L1.",others,"Homo sapiens","The human homologue of Bub3 is required for kinetochore localization of Bub1 and a Mad3/Bub1-related protein kinase",10.1083/jcb.142.1.1,hsa04110,"Cell cycle",9184
C1QA,"Complement C1q Chain A","complement component 1, q subcomponent, A chain","C1q associates with the proenzymes C1r and C1s to yield C1, the first component of the serum complement system. The collagen-like regions of C1q interact with the Ca(2+)-dependent C1r(2)C1s(2) proenzyme complex, and efficient activation of C1 takes place on interaction of the globular heads of C1q with the Fc regions of IgG or IgM antibody present in immune complexes.",others,"Homo sapiens","Homozygous single nucleotide polymorphism of the complement C1QA gene is associated with decreased levels of C1q in patients with subacute cutaneous lupus erythematosus",10.1191/0961203303lu329oa,unknown,Unknown,712
CACNA1A,"Cav2.1; EA2; APCA","calcium channel, voltage-dependent, P/Q type, alpha 1A subunit","CACNA1A mediates calcium ions in a variety of processes such as cell division and gene expression.",others,"Homo sapiens","Familial hemiplegic migraine and episodic ataxia type-2 are caused by mutations in the Ca2+ channel gene CACNL1A4",10.1016/s0092-8674(00)81373-2,hsa04010,"MAPK signaling pathway",773
CALR,"Sicca Syndrome Antigen A;CRP55",Calreticulin,"Calcium-binding chaperone that promotes folding, oligomeric assembly and quality control in the endoplasmic reticulum (ER) via the calreticulin/calnexin cycle. This lectin interacts transiently with almost all of the monoglucosylated glycoproteins that are synthesized in the ER. Interacts with the DNA-binding domain of NR3C1 and mediates its nuclear export. Involved in maternal gene expression regulation. May participate in oocyte maturation via the regulation of calcium homeostasis (By similarity).","loss of proteostasis","Homo sapiens","Calreticulin functions as a molecular chaperone in the biosynthesis of myeloperoxidase.",10.1074/jbc.270.9.4741,hsa04141,"Protein processing in endoplasmic reticulum",811
CAMK4,"CAM Kinase- GR","calcium/calmodulin-dependent protein kinase type IV","Calcium/calmodulin-dependent protein kinase that operates in the calcium-triggered CaMKK-CaMK4 signaling cascade and regulates, mainly by phosphorylation, the activity of several transcription activators, such as CREB1, MEF2D, JUN and RORA, which play pivotal roles in immune response, inflammation, and memory consolidation. In the thymus, regulates the CD4+/CD8+ double positive thymocytes selection threshold during T-cell ontogeny. In CD4 memory T-cells, is required to link T-cell antigen receptor (TCR) signaling to the production of IL2, IFNG and IL4 (through the regulation of CREB and MEF2). Regulates the differentiation and survival phases of osteoclasts and dendritic cells (DCs). Mediates DCs survival by linking TLR4 and the regulation of temporal expression of BCL2.",others,"Homo sapiens","Activation mechanisms for Ca2+/calmodulin-dependent protein kinase IV. Identification of a brain CaM-kinase IV kinase","PMID: 7961813",hsa04211,"Longevity regulating pathway",814
CAMKK2,"CaM-Kinase Kinase Beta","Calcium/calmodulin-dependent protein kinase kinase 2","Calcium/calmodulin-dependent protein kinase belonging to a proposed calcium-triggered signaling cascade involved in a number of cellular processes. Isoform 1, isoform 2 and isoform 3 phosphorylate CAMK1 and CAMK4. Isoform 3 phosphorylates CAMK1D. Isoform 4, isoform 5 and isoform 6 lacking part of the calmodulin-binding domain are inactive. Efficiently phosphorylates 5'-AMP-activated protein kinase (AMPK) trimer, including that consisting of PRKAA1, PRKAB1 and PRKAG1. This phosphorylation is stimulated in response to Ca2+ signals. Seems to be involved in hippocampal activation of CREB1. May play a role in neurite growth. Isoform 3 may promote neurite elongation, while isoform 1 may promoter neurite branching.",others,"Homo sapiens","Human Ca2+/calmodulin-dependent protein kinase kinase beta gene encodes multiple isoforms that display distinct kinase activity",10.1074/jbc.M011720200,hsa04211,"Longevity regulating pathway",10645
CARD10,BIMP1,"Caspase Recruitment Domain Family Member 10","Activates NF-kappa-B via BCL10 and IKK.","NF-κB related gene","Homo sapiens","Whole-exome sequencing and imaging genetics identify functional variants for rate of change in hippocampal volume in mild cognitive impairment",10.1038/mp.2013.24,hsa04064,"NF-kappa B signaling pathway",29775
CAT,"Catalase; EC 1.11.1.6; Epididymis Secretory Sperm Binding Protein",catalase,"Cardiac-specific overexpression prolongs lifespan in mice. Catalase protects cardiomyocytes from ageing-induced contractile defects and protein damage.",others,"Homo sapiens","Role of Catalase in Oxidative Stress- and Age-Associated Degenerative Diseases",10.1155/2019/9613090,hsa04211,"Longevity regulating pathway",847
CBX7,"Chromobox Homolog 7","chromobox protein homolog 7","Component of a Polycomb group (PcG) multiprotein PRC1-like complex, a complex class required to maintain the transcriptionally repressive state of many genes, including Hox genes, throughout development. PcG PRC1 complex acts via chromatin remodeling and modification of histones; it mediates monoubiquitination of histone H2A 'Lys-119', rendering chromatin heritably changed in its expressibility. Promotes histone H3 trimethylation at 'Lys-9' (H3K9me3). Binds to trimethylated lysine residues in histones, and possibly also other proteins. Regulator of cellular lifespan by maintaining the repression of CDKN2A, but not by inducing telomerase activity.","genomic instability","Homo sapiens","Several distinct polycomb complexes regulate and co-localize on the INK4a tumor suppressor locus",10.1371/journal.pone.0006380,unknown,Unknown,23492
CCL1,"SISe; TCA3","C-C Motif Chemokine Ligand 1","Cytokine that is chemotactic for monocytes but not for neutrophils. Binds to CCR8.","senescence-associated secretory phenotype","Homo sapiens","Normal ageing is associated with an increase in Th2 cells, MCP-1 (CCL1) and RANTES (CCL5), with differences in sCD40L and PDGF-AA between sexes",10.1111/j.1365-2249.2012.04644.x,unknown,Unknown,6346
CCL13,"SCYL1; NCC1","C-C Motif Chemokine Ligand 13","Chemotactic factor that attracts monocytes, lymphocytes, basophils and eosinophils, but not neutrophils. Signals through CCR2B and CCR3 receptors. Plays a role in the accumulation of leukocytes at both sides of allergic and non-allergic inflammation.","senescence-associated secretory phenotype","Homo sapiens","Increased cardiovascular and atherosclerosis markers in blood of older patients with atopic dermatitis",10.1016/j.anai.2019.10.013,hsa04064,"NF-kappa B signaling pathway",6357
CCL19,"SCYA19; CKb11","C-C Motif Chemokine Ligand 19","May play a role not only in inflammatory and immunological responses but also in normal lymphocyte recirculation and homing. May play an important role in trafficking of T-cells in thymus, and T-cell and B-cell migration to secondary lymphoid organs. Binds to chemokine receptor CCR7. Recombinant CCL19 shows potent chemotactic activity for T-cells and B-cells but not for granulocytes and monocytes. Binds to atypical chemokine receptor ACKR4 and mediates the recruitment of beta-arrestin (ARRB1/2) to ACKR4.","NF-κB related gene","Homo sapiens","Mechanisms of aging in senescence-accelerated mice",10.1186/gb-2005-6-6-r48,hsa04064,"NF-kappa B signaling pathway",6363
CCL20,"MIP3A; CKb4","C-C Motif Chemokine Ligand 20","Acts as a ligand for C-C chemokine receptor CCR6. Signals through binding and activation of CCR6 and induces a strong chemotactic response and mobilization of intracellular calcium ions.","senescence-associated secretory phenotype","Homo sapiens","SIRT1/FoxO3 axis alteration leads to aberrant immune responses in bronchial epithelial cells",10.1111/jcmm.13509,unknown,Unknown,6364
CCL21,"CKb9; TCA4","C-C Motif Chemokine Ligand 21","Inhibits hemopoiesis and stimulates chemotaxis. Chemotactic in vitro for thymocytes and activated T-cells, but not for B-cells, macrophages, or neutrophils. Shows preferential activity towards naive T-cells.","NF-κB related gene","Homo sapiens","Distinctive immunoregulatory effects of adenosine on T cells of older humans",10.1096/fj.11-197046,hsa04064,"NF-kappa B signaling pathway",6366
CCL26,"SCYA26; IMAC","C-C Motif Chemokine Ligand 26","Chemoattractant for eosinophils and basophils.","senescence-associated secretory phenotype","Homo sapiens","Age-specific changes in the molecular phenotype of patients with moderate-to-severe atopic dermatitis",10.1016/j.jaci.2019.01.015,unknown,Unknown,10344
CCL3,"MIP1A; SCYA3","C-C Motif Chemokine Ligand 3","Monokine with inflammatory and chemokinetic properties. Binds to CCR1, CCR4 and CCR5. One of the major HIV-suppressive factors produced by CD8+ T-cells.","senescence-associated secretory phenotype","Homo sapiens","Age-related pro-inflammatory and pro-angiogenic changes in human aqueous humor",10.18240/ijo.2018.02.03,unknown,Unknown,6348
CCL4,"MIP1B; SCYA4","C-C Motif Chemokine Ligand 4","Monokine with inflammatory and chemokinetic properties. Binds to CCR5. One of the major HIV-suppressive factors produced by CD8+ T-cells. Recombinant MIP-1-beta induces a dose-dependent inhibition of different strains of HIV-1, HIV-2, and simian immunodeficiency virus (SIV). The processed form MIP-1-beta(3-69) retains the abilities to induce down-modulation of surface expression of the chemokine receptor CCR5 and to inhibit the CCR5-mediated entry of HIV-1 in T-cells.","NF-κB related gene","Homo sapiens","MicroRNA-125b modulates inflammatory chemokine CCL4 expression in immune cells and its reduction causes CCL4 increase with age",10.1111/acel.12294,hsa04064,"NF-kappa B signaling pathway",6351
CCL7,"SCYA6; SCYA7","C-C Motif Chemokine Ligand 7","Chemotactic factor that attracts monocytes and eosinophils, but not neutrophils. Augments monocyte anti-tumor activity.","senescence-associated secretory phenotype","Homo sapiens","Increased cardiovascular and atherosclerosis markers in blood of older patients with atopic dermatitis",10.1016/j.anai.2019.10.013,unknown,Unknown,6354
CCNA2,"CCNA; CCN1","cyclin A2","Involved in cell cycle control， binds and activates CDK2 and promotes transition through G1/S and G2/M.","stem cell exhaustion","Homo sapiens","Structure and cell cycle-regulated transcription of the human cyclin A gene",10.1073/pnas.91.12.5490,hsa04218,"Cellular senescence",890
CD14,"CD14 Antigen","CD14 Molecule","Coreceptor for bacterial lipopolysaccharide (PubMed:1698311, PubMed:23264655). In concert with LBP, binds to monomeric lipopolysaccharide and delivers it to the LY96/TLR4 complex, thereby mediating the innate immune response to bacterial lipopolysaccharide (LPS).","NF-κB related gene","Homo sapiens","Association of CD14 with incident dementia and markers of brain aging and injury",10.1212/WNL.0000000000008682,hsa04064,"NF-kappa B signaling pathway",929
CD40LG,"CD154; Gp39","CD40 Ligand","Cytokine that acts as a ligand to CD40/TNFRSF5. Costimulates T-cell proliferation and cytokine production.","NF-κB related gene","Homo sapiens","Elderly dendritic cells respond to LPS/IFN-γ and CD40L stimulation despite incomplete maturation",10.1371/journal.pone.0195313,hsa04064,"NF-kappa B signaling pathway",959
CD55,"DAF; TC","CD55 Molecule (Cromer Blood Group)","This protein recognizes C4b and C3b fragments that condense with cell-surface hydroxyl or amino groups when nascent C4b and C3b are locally generated during C4 and c3 activation.","senescence-associated secretory phenotype","Homo sapiens","Early and extensive CD55 loss from red blood cells supports a causal role in malarial anaemia",10.1186/1475-2875-10-386,unknown,Unknown,1604
CD9,"MIC3; P24","CD9 Molecule","Integral membrane protein associated with integrins, which regulates different processes, such as sperm-egg fusion, platelet activation and aggregation, and cell adhesion.","senescence-associated secretory phenotype","Homo sapiens","CD9 expression in vascular aging and atherosclerosis",10.14670/HH-18-268,unknown,Unknown,928
CDC42,"Cell Division Control Protein 42 Homolog","cell division cycle 42","Probably involved in the organization of the actin cytoskeleton by acting downstream of CDC42, inducing actin filament assembly. Alters CDC42-induced cell shape changes. In activated T-cells, may play a role in CDC42-mediated F-actin accumulation at the immunological synapse. May play a role in early contractile events in phagocytosis in macrophages.",others,"Homo sapiens","Cdc42: An Essential Rho-Type GTPase Controlling Eukaryotic Cell Polarity",10.1128/MMBR.63.1.54-105.1999,hsa04010,"MAPK signaling pathway",998
CDK1,"CDC28A; CDC2","cyclin-dependent kinase 1","An important regulator of the cell cycle, CDK1 also appears to be involved in apoptosis.","cellular senescence","Homo sapiens","TIAR marks nuclear G2/M transition granules and restricts CDK1 activity under replication stress",10.15252/embr.201846224,hsa04115,"p53 signaling pathway",983
CDK7,"CDK-Activating Kinase 1","cyclin-dependent kinase 7","Serine/threonine kinase involved in cell cycle control and in RNA polymerase II-mediated RNA transcription. Cyclin-dependent kinases (CDKs) are activated by the binding to a cyclin and mediate the progression through the cell cycle. Each different complex controls a specific transition between 2 subsequent phases in the cell cycle. Required for both activation and complex formation of CDK1/cyclin-B during G2-M transition, and for activation of CDK2/cyclins during G1-S transition (but not complex formation). Its expression and activity are constant throughout the cell cycle. Upon DNA damage, triggers p53/TP53 activation by phosphorylation, but is inactivated in turn by p53/TP53; this feedback loop may lead to an arrest of the cell cycle and of the transcription, helping in cell recovery, or to apoptosis. Required for DNA-bound peptides-mediated transcription and cellular growth inhibition.",others,"Homo sapiens","novel cyclin associates with MO15/CDK7 to form the CDK-activating kinase",10.1016/0092-8674(94)90535-5,hsa04110,"Cell cycle",1022
CDKN1A,CAP20,"cyclin-dependent kinase inhibitor 1A (p21, Cip1)","May be involved in p53/TP53 mediated inhibition of cellular proliferation in response to DNA damage. Binds to and inhibits cyclin-dependent kinase activity, preventing phosphorylation of critical cyclin-dependent kinase substrates and blocking cell cycle progression. Functions in the nuclear localization and assembly of cyclin D-CDK4 complex and promotes its kinase activity towards RB1. At higher stoichiometric ratios, inhibits the kinase activity of the cyclin D-CDK4 complex. Inhibits DNA synthesis by DNA polymerase delta by competing with POLD3 for PCNA binding. Plays an important role in controlling cell cycle progression and DNA damage-induced G2 arrest.","genomic instability","Homo sapiens","The p21 Cdk-interacting protein Cip1 is a potent inhibitor of G1 cyclin-dependent kinases",10.1016/0092-8674(93)90499-g,hsa04115,"p53 signaling pathway",1026
CDKN2A,"CDK4I; p16; INK4a","cyclin-dependent kinase inhibitor 2A","The CDKN2A gene encodes different transcripts involved mostly in cell cycle regulation and cellular senescence, including the tumour suppressor proteins p16 and p19.","cellular senescence","Homo sapiens","Involvement of the INK4a/Arf Gene Locus in Senescence",10.1046/j.1474-9728.2003.00048.x,hsa04115,"p53 signaling pathway",1029
CDKN2B,P14-INK4b,"cyclin-dependent kinase inhibitor 2B (p15, inhibits CDK4)","Interacts strongly with CDK4 and CDK6. Potent inhibitor. Potential effector of TGF-beta induced cell cycle arrest.",others,"Homo sapiens","MTAP and CDKN2B genes are associated with myocardial infarction in Chinese Hans",10.1016/j.clinbiochem.2009.02.021,hsa04218,"Cellular senescence",1030
CEBPA,"C/EBP-alpha; CEBP","CCAAT/enhancer binding protein (C/EBP), alpha","CEBPA is a transcription factor expressed in adipose tissues that modulates the expression of leptin (LEP). CEBPA-null die shortly after birth.",others,"Homo sapiens","Aging and liver regeneration",10.1016/j.tem.2009.01.005,unknown,Unknown,1050
CEBPB,"LAP; CRP2; NFIL6","CCAAT/enhancer binding protein (C/EBP), beta","Like CEBPA, CEBPB is a transcription factor involved in fat metabolism. CEBPB also appears to play a role in liver regeneration.",others,"Homo sapiens","Epigenome-wide association studies identify DNA methylation associated with kidney function",10.1038/s41467-017-01297-7,hsa04657,"IL-17 signaling pathway",1051
CETP,"BPI Fold Containing Family F","cholesteryl ester transfer protein, plasma","Involved in the transfer of neutral lipids, including cholesteryl ester and triglyceride, among lipoprotein particles. Allows the net movement of cholesteryl ester from high density lipoproteins/HDL to triglyceride-rich very low density lipoproteins/VLDL, and the equimolar transport of triglyceride from VLDL to HDL. Regulates the reverse cholesterol transport, by which excess cholesterol is removed from peripheral tissues and returned to the liver for elimination.","deregulated nutrient sensing","Homo sapiens","Cloning and Sequencing of Human Cholesteryl Ester Transfer Protein Cdna",10.1038/327632a0,unknown,Unknown,1071
CFLAR,"FLAME; CFLIP","CASP8 And FADD Like Apoptosis Regulator","Apoptosis regulator protein which may function as a crucial link between cell survival and cell death pathways in mammalian cells. Acts as an inhibitor of TNFRSF6 mediated apoptosis.","NF-κB related gene","Homo sapiens","The apoptotic transcriptome of the human MII oocyte: characterization and age-related changes",10.1007/s10495-012-0783-5,hsa04064,"NF-kappa B signaling pathway",8837
CHCHD2,"C7orf17; MIX17B; MNRR1","coiled-coil-helix-coiled-coil-helix domain containing 2","Mutations in the CHCHD2 gene have been linked to autosomal dominant forms of Parkinson's disease (PD).",others,"Homo sapiens","CHCHD2 mutational screening in Brazilian patients with familial Parkinson's disease",10.1016/j.neurobiolaging.2018.09.026,unknown,Unknown,51142
