GI number	Uniprot	log2FoldChange	Anova p-value	Description
17945771	Q8SYU4	0.589763486984977	0.52	RE33778p [Drosophila melanogaster]
17945802	Q8SYT3	0.584962500721156	0.18	RE34731p [Drosophila melanogaster]
17945866	Q8SYR7	1.10323015710866	0.02	RE39378p [Drosophila melanogaster]
17945870	Q9VU02	0.49817873457909	0.88	RE39488p [Drosophila melanogaster]
17946003	Q8SYN6	-0.0860237438333671	0.94	RE50471p [Drosophila melanogaster]
17946507	Q8SYB3	-0.227667363377122	0.58	RE75088p [Drosophila melanogaster]
57157225	Q5KTT4	-0.363494587613006	0.25	hypothetical protein [Drosophila melanogaster]
17946702	Q8SY66	0.0591351240873324	0.85	RH62992p [Drosophila melanogaster]
78706922	P00334	0.363984833154261	0.15	alcohol dehydrogenase, isoform C [Drosophila melanogaster]
90855695	P14318	-0.370610033218414	0.34	IP13591p [Drosophila melanogaster]
2996202	O61613	-0.35889442124131	0.08	myristoyl-CoA: protein N-myristoyl transferase [Drosophila melanogaster]
17136982	Q9VA56	0.354473057240762	0.06	tropomodulin, isoform B [Drosophila melanogaster]
17975583	Q7JV69	0.705121263755554	0.02	serpin 55B [Drosophila melanogaster]
17137228	P84029	-0.351472370501378	0.07	cytochrome c proximal [Drosophila melanogaster]
17137228	X2J6D4	-0.351472370501378	0.07	cytochrome c proximal [Drosophila melanogaster]
19921242	Q9VJZ6	-0.359294947351847	0.08	CG6523 [Drosophila melanogaster]
21356389	Q9VDT5	0.357216844890501	0.24	CG4572, isoform B [Drosophila melanogaster]
18079279	P48592	-0.453534949897096	0.21	ribonucleoside diphosphate reductase small subunit [Drosophila melanogaster]
21358269	Q9VTW1	-0.357990999830505	0.49	CG4300, isoform B [Drosophila melanogaster]
18447150	Q8T8S4	-0.113062664486636	0.7	AT31109p [Drosophila melanogaster]
24643375	Q9VWD1	-0.354842717360098	0.38	cytochrome c oxidase subunit VIb, isoform A [Drosophila melanogaster]
24656625	D1Z3A1	-0.36165640295082	0.11	ribosomal protein L28, isoform A [Drosophila melanogaster]
24656625	Q9VZS5	-0.36165640295082	0.11	ribosomal protein L28, isoform A [Drosophila melanogaster]
24659598	Q967S0	-0.359249721093097	0.29	phosphoribosylamidotransferase 2, isoform B [Drosophila melanogaster]
26984227	NA	0.349235440883098	0.15	CG12628 protein [Drosophila melanogaster]
38047755	Q6XIS2	0.352301743930881	0.2	similar to Drosophila melanogaster PyK, partial [Drosophila yakuba]
18857987	Q9W4A6	-0.0681715026415792	0.87	CG42492, isoform A [Drosophila melanogaster]
158704842	A9QJL0	-0.351578901425619	0.18	odorant-binding protein 99c [Drosophila melanogaster]
156750	P02572	0.335348610649684	0.27	actin [Drosophila melanogaster]
18858095	Q9W334	0.281412935148648	0.77	ribosomal protein S28b [Drosophila melanogaster]
18858095	X2JEM4	0.281412935148648	0.77	ribosomal protein S28b [Drosophila melanogaster]
158489	P13395	0.341664312948624	0.15	alpha-spectrin [Drosophila melanogaster]
1027513	P54358	-0.342232191342451	0.48	DNA polymerase delta [Drosophila melanogaster]
13958630	Q95NR4	-0.346922474354232	0.15	bicoid mRNA stability factor [Drosophila melanogaster]
17737817	Q9VIB5	0.343652866042079	0.11	alpha-Esterase-7 [Drosophila melanogaster]
17864160	P23226	0.348771897669165	0.67	Microtubule-associated protein 205, isoform A [Drosophila melanogaster]
17864306	Q9VF27	-0.334419039070559	0.14	NADH:ubiquinone reductase 23kD subunit precursor [Drosophila melanogaster]
18859657	Q9Y162	-0.289886316653256	0.44	vacuolar protein sorting 4 [Drosophila melanogaster]
18859699	Q9VXV4	0.290677160902923	0.36	CG11655 [Drosophila melanogaster]
18859701	Q9VXQ8	0.65205630911086	0.01	CG11679 [Drosophila melanogaster]
18859709	Q9VZ01	-0.389445785376103	0.19	CG11752 [Drosophila melanogaster]
18859747	Q9VZ24	-0.0439433475875971	0.73	CG15201 [Drosophila melanogaster]
18859751	Q9VZ71	-0.141263808348455	0.83	CG15211, isoform A [Drosophila melanogaster]
18859765	Q9VYT0	2.34898604291618	0.01	CG15739, isoform A [Drosophila melanogaster]
18859803	Q9VYV3	0.190016419381781	0.46	pretaporter, isoform A [Drosophila melanogaster]
18859805	Q9VY46	-0.00493542040523325	0.73	F box and leucine-rich-repeat gene 4 [Drosophila melanogaster]
18858119	Q9W3Y3	-0.34617564113404	0.93	CG3226 [Drosophila melanogaster]
21357853	Q9VVU2	-0.343541907993425	0.08	ribosomal protein L26, isoform A [Drosophila melanogaster]
18859849	Q9VYI6	-0.164494037628247	0.5	CG32649 [Drosophila melanogaster]
24584835	Q9VJD4	-0.346368954150661	0.24	small glutamine-rich tetratricopeptide containing protein, isoform A [Drosophila melanogaster]
18859875	Q9VXY3	-0.136980902827397	0.61	CG5599 [Drosophila melanogaster]
24653618	Q7K1U0	0.343096930142556	0.28	Activity-regulated cytoskeleton associated protein 1 [Drosophila melanogaster]
29423264	NA	0.347165386386385	0.38	extracellular matrix protein papilin 3 [Drosophila melanogaster]
45550701	Q9VI16	0.341434409238846	0.44	CG1041, isoform A [Drosophila melanogaster]
161077703	P02844	-0.341761617104802	0.25	yolk protein 2 [Drosophila melanogaster]
161077703	X2JB25	-0.341761617104802	0.25	yolk protein 2 [Drosophila melanogaster]
18859973	Q9VX98	-0.0936826646002186	0.78	CG9099, isoform A [Drosophila melanogaster]
442631983	M9PF20	-0.350281290936602	0.11	trailer hitch, isoform H [Drosophila melanogaster]
4426611	Q9VLT5	0.334174355511578	0.44	pushover [Drosophila melanogaster]
17737897	O96299	0.332076050263445	0.16	sorbitol dehydrogenase-2 [Drosophila melanogaster]
18860035	Q9VZ20	-0.168197528292511	0.65	dynein light intermediate chain, isoform A [Drosophila melanogaster]
18860045	A4V4A1	-0.224215156943266	0.39	Klp10A, isoform A [Drosophila melanogaster]
18860045	Q960Z0	-0.224215156943266	0.39	Klp10A, isoform A [Drosophila melanogaster]
21357079	Q9VG79	0.331588205937932	0.37	dipeptidase C [Drosophila melanogaster]
18860055	Q9V3P3	-0.162814612279123	0.5	REG, isoform A [Drosophila melanogaster]
24652408	A1Z877	0.334419039070559	0.19	Nidogen/entactin, isoform A [Drosophila melanogaster]
18860079	Q9VX14	-0.877912813858797	0.15	Ucp4A, isoform A [Drosophila melanogaster]
442631071	M9PBW9	-0.334867150594861	0.32	rhea, isoform G [Drosophila melanogaster]
17137740	A0A0B4K7Z5	-0.326443576009855	0.2	regulatory particle non-ATPase 6, isoform B [Drosophila melanogaster]
17137740	Q7KLV9	-0.326443576009855	0.2	regulatory particle non-ATPase 6, isoform B [Drosophila melanogaster]
18860089	Q9VXK6	0.35295276521434	0.83	eIF5, isoform B [Drosophila melanogaster]
17647881	A0A1B2AIV7	-0.319954953425168	0.32	ribosomal protein L14 [Drosophila melanogaster]
17647881	P55841	-0.319954953425168	0.32	ribosomal protein L14 [Drosophila melanogaster]
18921123	Q9W4K0	0.776142035092616	0.53	CHOp24 [Drosophila melanogaster]
17738151	Q9V3V6	0.323377311524432	0.26	Tat-binding protein-1 [Drosophila melanogaster]
18921153	Q9W335	2.81643408091515	0.09	lethal (1) G0320 [Drosophila melanogaster]
17945344	P48375	-0.320079670494994	0.45	RE16407p [Drosophila melanogaster]
18921203	Q9VWN5	-3.4782687786258	0.19	CG7332 [Drosophila melanogaster]
18921203	X2JL49	-3.4782687786258	0.19	CG7332 [Drosophila melanogaster]
19920408	O18413	0.320768838062522	0.33	Pros45 [Drosophila melanogaster]
19528295	Q9VMA2	0.83419110702992	0.6	HL01018p [Drosophila melanogaster]
19528335	Q9I7K0	-0.307101575248578	0.41	LD21358p [Drosophila melanogaster]
20908094	NA	0.321928094887362	0.29	TPA_exp: TITIN [Drosophila melanogaster]
21355265	Q9VRL1	-0.317691102000892	0.35	Uev1A, isoform A [Drosophila melanogaster]
21357545	Q9Y166	0.323294930651268	0.16	dicarboxylate carrier 1, isoform A [Drosophila melanogaster]
24647502	P10674	0.321928094887362	0.06	fasciclin 1, isoform B [Drosophila melanogaster]
19920436	Q9VPJ0	-1.46038254312935	0.05	CG11377, isoform A [Drosophila melanogaster]
19920456	Q9VPN0	0.0801703486839834	0.6	CG3625, isoform B [Drosophila melanogaster]
19920464	Q9VPQ2	-0.345432031792977	0.41	CG4164 [Drosophila melanogaster]
24649101	Q9VCW6	0.324434950497937	0.19	Glutamate-cysteine ligase modifier subunit, isoform A [Drosophila melanogaster]
19920494	Q9VPX3	-1.15200309344505	0.05	CG4749 [Drosophila melanogaster]
19920498	Q9VPX5	0.169094195176399	0.53	CG4764 [Drosophila melanogaster]
201065971	B5RJ56	0.325095373966045	0.19	FI07351p [Drosophila melanogaster]
19920508	Q9VPY7	0.404149183136108	0.04	CG5126 [Drosophila melanogaster]
19920556	Q9VQ86	-0.149377624038227	0.68	CG15385, isoform A [Drosophila melanogaster]
157804	P15215	0.309737554020583	0.22	laminin B2 chain [Drosophila melanogaster]
158743	P61857	0.305345210691758	0.28	beta-2 tubulin [Drosophila melanogaster]
19920658	Q9VQT8	-0.594785583206798	0.05	CG16712 [Drosophila melanogaster]
7739653	Q9NH72	-0.315305152693627	0.34	rasputin [Drosophila melanogaster]
19920720	M9PCL4	-0.116098827228982	0.58	CG3887, isoform A [Drosophila melanogaster]
19920720	Q9VMV6	-0.116098827228982	0.58	CG3887, isoform A [Drosophila melanogaster]
19920728	Q9V3H2	-0.137503523749935	0.8	regulatory particle non-ATPase 11 [Drosophila melanogaster]
19920736	Q9VMT5	0.137503523749935	0.5	Cyp28d1 [Drosophila melanogaster]
19920758	Q9VMQ7	-0.885376858670483	0.64	CG6907 [Drosophila melanogaster]
19920758	X2J4N6	-0.885376858670483	0.64	CG6907 [Drosophila melanogaster]
19920760	Q9VMQ5	-0.0810365720909065	0.69	CG7277 [Drosophila melanogaster]
17530795	P47938	-0.311586150665903	0.93	deadhead [Drosophila melanogaster]
17530795	X2JDR5	-0.311586150665903	0.93	deadhead [Drosophila melanogaster]
19920826	Q8STG9	-0.29598482763508	0.04	Sec61alpha [Drosophila melanogaster]
19920832	Q9Y0Y5	0.117039421190219	0.8	epsilonCOP [Drosophila melanogaster]
19920834	Q9VMC6	-0.0233325038306237	0.96	CG9547 [Drosophila melanogaster]
19920836	Q9VMB6	0.629552651745227	0.51	equilibrative nucleoside transporter 2 [Drosophila melanogaster]
19920932	Q9VLP1	-0.649668190108971	0.00583	CG14275, isoform A [Drosophila melanogaster]
19920962	Q9VLJ7	0.394114725915023	0.96	CG13091, isoform A [Drosophila melanogaster]
21355439	Q9VCK6	0.307923754793534	0.36	CG10184 [Drosophila melanogaster]
19921016	Q9VL69	0.16971210466027	0.9	CG5885 [Drosophila melanogaster]
19921046	Q9VL18	0.289506617194985	0.95	eEF1delta, isoform B [Drosophila melanogaster]
19921048	Q9VL13	0.728157136548947	0.56	Mob3 [Drosophila melanogaster]
24585145	A0A023GQA5	-0.312384322216491	0.18	lethal (2) 37Cc, isoform A [Drosophila melanogaster]
24585145	P24156	-0.312384322216491	0.18	lethal (2) 37Cc, isoform A [Drosophila melanogaster]
19921078	Q9VKW1	-0.0864147518174732	0.77	CG5168, isoform A [Drosophila melanogaster]
24639643	Q9W4M4	-0.297904865680846	0.6	CG15570 [Drosophila melanogaster]
19921094	Q95TN4	0.688221260314788	0.24	CG7456 [Drosophila melanogaster]
19921102	Q9VKT9	-0.444587848001493	0.43	lipase 4, isoform A [Drosophila melanogaster]
19921126	Q9V3I1	-0.701371992836467	0.16	deoxyuridine triphosphatase, isoform A [Drosophila melanogaster]
19921132	Q9VKJ6	0.241008099503795	0.89	CG6230 [Drosophila melanogaster]
24642436	Q27294	-0.315103115544874	0.49	cabeza, isoform B [Drosophila melanogaster]
24648790	Q8IN25	0.312024637587132	0.06	CG31198 [Drosophila melanogaster]
24654434	A1ZAU4	0.310246289839727	0.17	CG4847, isoform D [Drosophila melanogaster]
28574296	Q94522	-0.306888695423221	0.33	succinyl coenzyme A synthetase alpha subunit, isoform A [Drosophila melanogaster]
19921282	Q9V3N6	-0.0966760194116738	0.96	TM9SF4 [Drosophila melanogaster]
19921306	Q9V3Z9	-0.416327543452274	0.44	CG16884 [Drosophila melanogaster]
161078635	A8JRB8	0.306565710020655	0.06	CG5028, isoform C [Drosophila melanogaster]
221330407	B7YZK4	-0.306479695798698	0.13	CG42351, isoform E [Drosophila melanogaster]
19921348	O61722	-0.312203507408645	0.43	PRL-1, isoform B [Drosophila melanogaster]
255653084	C6TP14	0.306427001347174	0.23	RE74637p [Drosophila melanogaster]
320546124	M9MS76	0.310998534729103	0.53	cAMP-dependent protein kinase R1, isoform V [Drosophila melanogaster]
464020	P40796	0.293154394210129	0.23	La/SS-B [Drosophila melanogaster]
19921428	Q9V3I6	-1.53893801405125	0.03	CG5861 [Drosophila melanogaster]
19921434	Q9V438	-0.0958157874138007	0.77	calcium-binding protein 1 [Drosophila melanogaster]
1066065	P48601	-0.293083179400803	0.08	P26s4 [Drosophila melanogaster]
1944534	Q9VQG4	0.300305283187567	0.23	colt [Drosophila melanogaster]
6561479	P54622	-0.300799786726344	0.4	single-strand specific DNA-binding protein [Drosophila melanogaster]
7141239	Q9VCK0	-0.302838721691138	0.24	eukaryotic translation initiation factor 3 p66 subunit [Drosophila melanogaster]
17136958	M9NEU5	-0.295692643195348	0.12	chickadee, isoform A [Drosophila melanogaster]
17136958	P25843	-0.295692643195348	0.12	chickadee, isoform A [Drosophila melanogaster]
19921326	Q9V3Y7	0.304393435594851	0.44	CG15293 [Drosophila melanogaster]
19921570	Q9VIQ5	0.289073244518021	0.97	CG10680, isoform A [Drosophila melanogaster]
21355083	Q7K485	0.29176612437711	0.17	cathD [Drosophila melanogaster]
19921636	Q9V9R2	-0.204445225825779	0.38	Cullin-2, isoform B [Drosophila melanogaster]
21357547	Q9VFV9	-0.308122295362332	0.09	DnaJ-like-2, isoform A [Drosophila melanogaster]
19921704	Q9V9A8	-0.734810709462532	0.21	phtf [Drosophila melanogaster]
19921716	Q7K332	0.17544443997524	0.38	CG30159, isoform A [Drosophila melanogaster]
19921728	Q7K3M5	-0.644516998313445	0.17	CG11107, isoform A [Drosophila melanogaster]
24649466	NA	-0.30269862340731	0.18	Glutamyl-prolyl-tRNA synthetase, isoform A [Drosophila melanogaster]
19921772	Q7K3W2	0.61372149370258	0.38	CG8728 [Drosophila melanogaster]
19921784	Q7K2X8	0.118807621595055	0.76	nucleoporin 44A, isoform A [Drosophila melanogaster]
19921788	Q7K2X5	1.32842185697286	0.14	CG14762, isoform A [Drosophila melanogaster]
19921802	Q7K0D8	-0.784956480602683	0.03	nucleoporin 50 [Drosophila melanogaster]
19921806	Q7K084	-0.195399334618568	0.41	Odorant-binding protein 44a [Drosophila melanogaster]
19921810	Q7K519	0.164893373446154	0.76	RagC [Drosophila melanogaster]
24655985	Q9W028	-0.301429784570804	0.12	yellow-g2 [Drosophila melanogaster]
45552923	Q7KV69	0.301737935164278	0.29	karst, isoform B [Drosophila melanogaster]
116007382	Q9W5R8	-0.288345494362981	0.06	ribosomal protein L5, isoform A [Drosophila melanogaster]
116007382	R9Q794	-0.288345494362981	0.06	ribosomal protein L5, isoform A [Drosophila melanogaster]
19921920	B5RJ76	-0.193507675899866	0.84	updo, isoform A [Drosophila melanogaster]
19921920	Q9V595	-0.193507675899866	0.84	updo, isoform A [Drosophila melanogaster]
442622868	A0A0B4KFC5	-0.298844481774321	0.83	lingerer, isoform K [Drosophila melanogaster]
442627348	NA	0.298296865506259	0.12	fatty acid (long chain) transport protein, isoform D [Drosophila melanogaster]
1857954	P91944	-0.2844533894687	0.43	elongation factor 1 alpha-like factor [Drosophila melanogaster]
19921950	A0A0B4LF26	0.723077048546476	0.25	adam [Drosophila melanogaster]
19921950	Q7K550	0.723077048546476	0.25	adam [Drosophila melanogaster]
19921976	Q7K2L7	-5.02505839322864	0.08	CG17765 [Drosophila melanogaster]
19922002	Q7JZK1	-0.135420942937897	0.44	CG7712, isoform A [Drosophila melanogaster]
19922030	Q7KLX3	-0.379465261081263	0.34	Translocon-associated protein delta [Drosophila melanogaster]
19922038	Q95TS2	0.101879614019214	0.77	CG7777, isoform B [Drosophila melanogaster]
19922066	Q7K3N4	0.0157100830886617	0.95	CG8888 [Drosophila melanogaster]
7579901	Q26433	0.288368171650892	0.32	myosin heavy chain [Drosophila melanogaster]
19922090	Q7K2E1	0.2132710313679	0.49	CG8839, isoform A [Drosophila melanogaster]
19922136	Q6AWP0	0.922864964326945	0.07	CG3814, isoform A [Drosophila melanogaster]
19922138	Q7K0S9	0.167375148992574	0.88	sugarbabe, isoform A [Drosophila melanogaster]
17136334	P12426	-0.284303022587445	0.96	adenine phosphoribosyltransferase [Drosophila melanogaster]
17136334	X2J8L3	-0.284303022587445	0.96	adenine phosphoribosyltransferase [Drosophila melanogaster]
19922144	Q7JZZ3	0.509013647487858	0.01	CG13321 [Drosophila melanogaster]
19922182	Q7JWE2	0.73440988926245	0.05	CG42807 [Drosophila melanogaster]
19922188	Q7K2P1	-0.422179568522863	0.14	cuticular protein 50Cb [Drosophila melanogaster]
19922194	Q7K188	0.185355042011918	0.52	CG6329, isoform C [Drosophila melanogaster]
17137242	A0A0B4LEV2	-0.293196376344046	0.33	disc proliferation abnormal [Drosophila melanogaster]
17137242	Q26454	-0.293196376344046	0.33	disc proliferation abnormal [Drosophila melanogaster]
19922210	Q7K1S1	-0.465380884968484	0.77	CG8067, isoform A [Drosophila melanogaster]
18858127	Q9W402	0.285402218862248	0.31	CG3446 [Drosophila melanogaster]
19922222	Q7JZE8	-0.111361108947704	0.96	CG8323 [Drosophila melanogaster]
19922352	Q7K1Z5	-0.492527199433491	0.61	CG8386 [Drosophila melanogaster]
18859933	Q9VXQ5	-0.293196376344046	0.18	T-cp1zeta [Drosophila melanogaster]
20129681	Q9VIF2	0.279096179299192	0.11	CG9248, isoform B [Drosophila melanogaster]
21356165	Q9VQR2	-0.290018846932618	0.21	pdsw, isoform A [Drosophila melanogaster]
19922412	Q7JY07	0.378890333071074	0.18	CG9010 [Drosophila melanogaster]
21356473	Q9VDV2	-0.282778341132209	0.37	CG6195 [Drosophila melanogaster]
19922420	Q7K581	-0.220500361995239	0.44	CG8963, isoform A [Drosophila melanogaster]
19922428	Q7K533	0.00661966099064981	0.9	CG11395 [Drosophila melanogaster]
21356539	Q9VGP4	0.287743393005847	0.69	Ranbp9 [Drosophila melanogaster]
24641480	Q9VYQ8	-0.289506617194985	0.7	ubiquitin-specific protease 7 [Drosophila melanogaster]
19922526	Q7KK90	0.015430040569606	0.9	glutathione S transferase E1 [Drosophila melanogaster]
24653595	A0A0B4LFD2	-0.287696460068063	0.25	heat shock protein cognate 5 [Drosophila melanogaster]
24653595	P29845	-0.287696460068063	0.25	heat shock protein cognate 5 [Drosophila melanogaster]
158703538	A9QHQ8	-0.289367233103201	0.09	odorant-binding protein 56d [Drosophila melanogaster]
281361784	E1JIK9	-0.286905809452636	0.37	myofilin, isoform I [Drosophila melanogaster]
281362724	A0A0B4K7Y7	-0.294285339818234	0.52	La related protein, isoform D [Drosophila melanogaster]
281362724	Q9VAW5	-0.294285339818234	0.52	La related protein, isoform D [Drosophila melanogaster]
8380	P18053	-0.275634442613427	0.08	unnamed protein product [Drosophila melanogaster]
19922660	Q7JYH3	-0.437686238224044	0.29	CG9350 [Drosophila melanogaster]
1621653	Q94541	0.275831680297908	0.19	fatty acid desaturase [Drosophila melanogaster]
19922666	Q9W2L6	-0.17567967616812	0.49	CG9394 [Drosophila melanogaster]
2773363	NA	0.276632009234516	0.17	microtubule binding protein D-CLIP-190 [Drosophila melanogaster]
19922704	Q9W2D9	0.0832555036493523	0.95	CG10306 [Drosophila melanogaster]
19922710	Q8MLV1	-0.420530038663307	0.51	lamin B receptor, isoform A [Drosophila melanogaster]
3676167	O77285	-0.287576590096585	0.3	coatomer alpha subunit [Drosophila melanogaster]
19922742	Q9W258	0.0954296412870169	0.86	babos [Drosophila melanogaster]
17157991	Q9V3P0	-0.278413399537176	0.15	thioredoxin peroxidase 1, isoform A [Drosophila melanogaster]
17157991	X2JF59	-0.278413399537176	0.15	thioredoxin peroxidase 1, isoform A [Drosophila melanogaster]
19922796	Q7K274	-0.150559676575381	0.53	lethal (2) k09913, isoform C [Drosophila melanogaster]
19922816	Q9W1Q8	-1.24150492383548	0.15	eIF2B-delta, isoform A [Drosophila melanogaster]
19922870	Q95SH0	0.663143098942925	0.24	PAS kinase [Drosophila melanogaster]
17737923	P20432	0.276709342730871	0.18	glutathione S transferase D1, isoform A [Drosophila melanogaster]
19921376	Q9V3W0	-0.280495375900016	0.35	UK114, isoform A [Drosophila melanogaster]
19922680	Q9W2J4	0.277109591045517	0.23	CG4302 [Drosophila melanogaster]
19923000	Q94915	-0.209368782329838	0.67	rhythmically expressed gene 2 [Drosophila melanogaster]
19923002	M9ND19	0.521165850140187	0.14	UDP-galactose 4'-epimerase, isoform A [Drosophila melanogaster]
19923002	Q9W0P5	0.521165850140187	0.14	UDP-galactose 4'-epimerase, isoform A [Drosophila melanogaster]
19923024	Q9W0M4	-0.231325546106456	0.15	CG13887, isoform B [Drosophila melanogaster]
19923034	M9MRM4	0	0.77	Sac1, isoform A [Drosophila melanogaster]
19923034	Q9W0I6	0	0.77	Sac1, isoform A [Drosophila melanogaster]
20128875	O76894	-0.281181752544053	0.7	mucin related 2B, isoform A [Drosophila melanogaster]
20130085	Q7JXC4	0.269389900873617	0.34	P32 [Drosophila melanogaster]
21357605	Q7KMM4	0.272684575867513	0.19	CG14476, isoform B [Drosophila melanogaster]
20128959	A4V3W8	-0.422464400120719	0.41	CG32795, isoform B [Drosophila melanogaster]
20128959	Q9U1M2	-0.422464400120719	0.41	CG32795, isoform B [Drosophila melanogaster]
20129007	Q9VZ58	-0.184132847268371	0.33	CG1637, isoform C [Drosophila melanogaster]
20129061	Q9VWD9	1.10108612511431	0.18	ubiquilin [Drosophila melanogaster]
20129101	Q9VRD9	0.187627003175771	0.49	cystathionine beta-synthase, isoform A [Drosophila melanogaster]
20129125	Q9VPL0	0.824842496436171	0.16	CG3436, isoform A [Drosophila melanogaster]
20129157	Q9VQ22	0.45617619407233	0.27	CG10869 [Drosophila melanogaster]
20129163	Q9VQ62	-0.126804785072492	0.62	Niemann-Pick type C-2a [Drosophila melanogaster]
24585660	Q9VIC9	0.271027196587325	0.35	CG8665 [Drosophila melanogaster]
24645774	Q9VGW6	-0.272329297889755	0.76	minichromosome maintenance 5 [Drosophila melanogaster]
24660381	Q9VSA9	0.278301162487104	0.16	CG7409 [Drosophila melanogaster]
24661815	P06606	0.278301162487104	0.25	alpha-Tubulin at 67C [Drosophila melanogaster]
24667510	Q9VPF3	0.273625051085895	0.5	CG11796, isoform A [Drosophila melanogaster]
20129425	Q9VL01	0.22097034626725	0.43	CG5390 [Drosophila melanogaster]
20129441	Q9VKR4	0.725560830893957	0.07	CG6415 [Drosophila melanogaster]
20129463	Q9VKD3	-0.168357706295352	0.22	CG12264 [Drosophila melanogaster]
20129481	Q9VK46	0.405992359675837	0.73	CG12404 [Drosophila melanogaster]
20129483	Q9VK44	-1.27789251173047	0.11	CG9934, isoform A [Drosophila melanogaster]
20129491	Q9VK31	0.819961879939591	0.1	CG5439 [Drosophila melanogaster]
20129495	Q9VK12	-0.237611808953887	0.69	CG5945, isoform A [Drosophila melanogaster]
20129503	Q9VJY7	-0.762867316049864	0.76	CG7099 [Drosophila melanogaster]
24668413	Q9VNX4	0.277109591045517	0.11	delta-1-Pyrroline-5-carboxylate dehydrogenase 1, isoform A [Drosophila melanogaster]
20129611	Q9VJ14	0.0263513269469521	0.62	mind bomb 2, isoform A [Drosophila melanogaster]
28574516	Q9VKM7	-0.284143432427892	0.17	CG33129, isoform E [Drosophila melanogaster]
20129649	Q9VIM0	0.608864089210986	0.48	CG2493, isoform A [Drosophila melanogaster]
256818839	C7LAB1	0.270853910293093	0.2	SD23689p [Drosophila melanogaster]
281359537	Q59DP9	0.267983621805527	0.2	plasma membrane calcium ATPase, isoform J [Drosophila melanogaster]
429892406	L0CQR2	-0.28177096841538	0.31	ribosomal protein S11, partial [Drosophila melanogaster]
442623993	A0A0B4KFT5	0.27359550318941	0.31	glutathione S transferase S1, isoform D [Drosophila melanogaster]
20129743	A1Z6X6	-0.61849212428635	0.02	CG1707 [Drosophila melanogaster]
157476	P07486	0.258734268400168	0.18	glyceraldehyde-3-phosphate dehydrogenase (Gadph-1) protein (EC 1.2.1.12) [Drosophila melanogaster]
20129859	Q7JVK6	-0.584962500721156	0.23	translin [Drosophila melanogaster]
20129879	Q6NP72	0.810814624053471	0.13	CG13220, isoform A [Drosophila melanogaster]
157478	P07487	0.261516578191541	0.19	glyceraldehyde-3-phosphate dehydrogenase (Gadph-2) protein (EC 1.2.1.12) [Drosophila melanogaster]
158330	P48159	-0.263034405833794	0.2	ribosomal protein L17A [Drosophila melanogaster]
494737	P62152	-0.256636634635643	0.51	Chain A, Solution Structure Of A Calmodulin-Target Peptide Complex By Multidimensional Nmr
20129989	Q9V719	-0.028123600914388	0.85	SAPK-interacting protein 1 [Drosophila melanogaster]
20130001	Q6IDF5	-0.395229018198663	0.28	CG12859 [Drosophila melanogaster]
1359610	Q24506	-0.25964381663302	0.06	sterol carrier protein x [Drosophila melanogaster]
17136378	P21187	-0.269760269022107	0.06	polyA-binding protein, isoform A [Drosophila melanogaster]
17136716	P13677	0.268567279502622	0.36	inactivation no afterpotential C [Drosophila melanogaster]
20130123	Q7JVZ8	-0.405759685690833	0.94	glutathione S transferase E11 [Drosophila melanogaster]
17137106	P21914	-0.260698057078837	0.17	succinate dehydrogenase B [Drosophila melanogaster]
20130215	Q9W2E8	-0.217591435072627	0.72	CG10320, isoform A [Drosophila melanogaster]
17933648	C0MJE4	-0.259837043345334	0.56	chromatin assembly factor 1 subunit, isoform A [Drosophila melanogaster]
17933648	Q24572	-0.259837043345334	0.56	chromatin assembly factor 1 subunit, isoform A [Drosophila melanogaster]
18859993	Q9VY05	0.256339753259786	0.17	CG9512 [Drosophila melanogaster]
19921418	Q9V3V9	0.254813899028825	0.24	endonuclease G inhibitor, isoform A [Drosophila melanogaster]
20130317	Q9W1I7	-1.05876085807233	0.04	CG5554 [Drosophila melanogaster]
20130319	Q9W1H6	0.163135835779673	0.55	CG5597 [Drosophila melanogaster]
20130321	Q9W1H5	2.37269603661758	0.19	decapping protein 1, isoform A [Drosophila melanogaster]
20130331	Q9W1E5	0.139273548738061	0.47	morula [Drosophila melanogaster]
20130365	Q9W148	-0.9204467528614	0.58	unconventional prefoldin RPB5 interactor [Drosophila melanogaster]
19921864	Q9V521	0.263034405833794	0.22	prophenoloxidase 45 [Drosophila melanogaster]
19922626	Q7K3B7	-0.269186632815389	0.19	CG11208 [Drosophila melanogaster]
20151307	Q8T3P8	2.6693549032237	0.13	AT23778p [Drosophila melanogaster]
20151367	Q8SXC3	-0.256339753259785	0.9	GH08902p [Drosophila melanogaster]
20151843	Q8SWZ9	-0.562036103871648	0.07	RH47744p [Drosophila melanogaster]
21355779	Q9VSL2	0.266410260720705	0.46	glutathione S transferase O3 [Drosophila melanogaster]
20269634	Q8STG6	1.74159533453516	0.07	plexin A [Drosophila melanogaster]
20301938	Q9VK06	-0.0452385593680963	0.96	CG31729, isoform B [Drosophila melanogaster]
21356773	Q9V3L7	0.256636634635643	0.39	NP15.6 [Drosophila melanogaster]
24654347	A4UZL5	0.263546999564853	0.27	glutathione S transferase S1, isoform A [Drosophila melanogaster]
24654347	P41043	0.263546999564853	0.27	glutathione S transferase S1, isoform A [Drosophila melanogaster]
21064635	Q8MYW6	0.383647080131297	0.79	RE61589p [Drosophila melanogaster]
24665395	Q9VV75	0.269186632815389	0.15	CG4169, isoform A [Drosophila melanogaster]
