GI number	Uniprot	log2FoldChange	Anova p-value	Description
24644923	Q9VHY6	-0.582242999367564	0.24	CG2943 [Drosophila melanogaster]
66771621	Q4V5F0	-0.574934351457915	0.51	RH74717p [Drosophila melanogaster]
221475535	B7YZW3	-0.575584168405295	0.14	CG42389, isoform E [Drosophila melanogaster]
442617340	A0A0B4KGG6	0.571415968883208	0.16	CG1090, isoform G [Drosophila melanogaster]
442617340	Q9VN12	0.571415968883208	0.16	CG1090, isoform G [Drosophila melanogaster]
1502306	P54367	0.561489869735261	0.17	casein kinase I [Drosophila melanogaster]
4165193	O96739	0.558534375443511	0.35	Gag protein [Drosophila melanogaster]
4584569	Q9UB78	-0.566717619462277	0.26	importin alpha-3 [Drosophila melanogaster]
5457112	P40793	-0.565556315349347	0.06	CDC42 protein [Drosophila melanogaster]
21357053	Q9VNE9	-0.563667722357928	0.03	ribosomal protein L13A, isoform B
21357329	Q7KTW5	-0.498195437174628	0.02	CG9391, isoform A
21357643	Q9VNW6	-0.344648171387446	0.03	CG7470, isoform A
21357159	Q9V9W4	-0.566700294328428	0.27	CG1774 [Drosophila melanogaster]
21357455	Q9VF82	-0.574908836057233	0.27	CG6196 [Drosophila melanogaster]
28572029	Q8MS59	-0.568150998395628	0.29	CG1443 [Drosophila melanogaster]
21357837	Q9VFE4	-0.364317741670975	0.05	ribosomal protein S5b, isoform A
311343	P32234	-0.549915553621956	0.11	GTP-binding protein [Drosophila melanogaster]
1050970	P49021	-0.555731789397402	0.14	TIM [Drosophila melanogaster]
21357853	Q9VVU2	-0.45647021826619	0.04	ribosomal protein L26, isoform A
17137156	A0A1B2AJ64	0.554610123434605	0.02	single stranded-binding protein c31A [Drosophila melanogaster]
17137156	Q9VLR5	0.554610123434605	0.02	single stranded-binding protein c31A [Drosophila melanogaster]
17647939	Q9VV74	-0.560426444316355	0.1	survival motor neuron, isoform A [Drosophila melanogaster]
19920556	Q9VQ86	-0.557128292524431	0.08	CG15385, isoform A [Drosophila melanogaster]
21355085	A0A0B4LGT4	-0.554902929658408	0.3	GTPase indispensable for equal segregation of chromosomes [Drosophila melanogaster]
21355085	Q9VHV5	-0.554902929658408	0.3	GTPase indispensable for equal segregation of chromosomes [Drosophila melanogaster]
21355605	Q9XZ16	0.559491883779456	0.29	Ubiquitin-like domain-containing C-terminal domain phosphatase 1 [Drosophila melanogaster]
38047895	Q6XIK3	-0.555799320912003	0.26	similar to Drosophila melanogaster SsRbeta, partial [Drosophila yakuba]
41617394	NA	0.551241882877155	0.41	TPA_inf: HDC07401 [Drosophila melanogaster]
295124202	F6J7V5	-0.557995453120887	0.52	CG6788 [Drosophila melanogaster]
17648095	Q9XZ61	-0.54432051622381	0.07	ubiquitin C-terminal hydrolase, isoform A [Drosophila melanogaster]
21358457	Q9VAJ9	-0.223964841155202	0.02	CG1907
21358459	Q8IMI7	-0.547873181985936	0.01	ribosomal protein S7, isoform A
21358459	Q9VA91	-0.547873181985936	0.01	ribosomal protein S7, isoform A
24581117	Q9VQB4	-0.420575682820274	0.00858	CG3609, isoform A
24648277	Q9VDT4	-0.543142325026529	0.21	CG4686, isoform A [Drosophila melanogaster]
40353195	Q6NNW3	-0.552541023028779	0.14	GH09630p [Drosophila melanogaster]
24581262	M9PEA6	-0.998406741924333	0.00184	ribosomal protein S21, isoform A
24581262	O76927	-0.998406741924333	0.00184	ribosomal protein S21, isoform A
221330792	Q9VZY7	-0.541146268428667	0.3	CG42304 [Drosophila melanogaster]
320541861	F0JAP7	0.547446446706273	0.25	CG15347, isoform B [Drosophila melanogaster]
432560	NA	-0.535596423400176	0.25	Cdc2E10 product {P element-induced L to Q mutation at residue 176} [Drosophila melanogaster, Peptide Mutagenesis, 297 aa]
17647893	M9PG47	-0.53605290024021	0.04	ribosomal protein S26, isoform B [Drosophila melanogaster]
17647893	P13008	-0.53605290024021	0.04	ribosomal protein S26, isoform B [Drosophila melanogaster]
24585081	Q9VJ28	-0.65782170944647	0.00676	CG10639
24585282	Q9VIT9	0.323198632213767	0.03	Thioester-containing protein 4, isoform A
24585720	Q9V9Q4	-0.452512204697507	0.04	CG1416, isoform A
24585801	A0A0B4K6P6	-0.756396124115107	0.05	troponin C at 41C, isoform A
24585801	P47947	-0.756396124115107	0.05	troponin C at 41C, isoform A
24648279	Q9VDT3	0.535667204464382	0.15	CG4562, isoform A [Drosophila melanogaster]
45552883	NA	-0.536492130335891	0.12	CG33232, isoform A [Drosophila melanogaster]
66771263	Q4V5X9	-0.543897252309702	0.16	IP07888p [Drosophila melanogaster]
66803791	Q3YMW0	-0.533438548424478	0.33	ecdysone inducible protein L2 [Drosophila melanogaster]
162951787	A9UNH8	0.531124349093606	0.05	RE26910p [Drosophila melanogaster]
223950515	C0P8M5	-0.535100140904356	0.29	MIP05689p [Drosophila melanogaster]
24638795	L0MPS3	-0.301890341650817	0.01	Retinoid- and fatty acid-binding glycoprotein, isoform A
24638795	Q9V496	-0.301890341650817	0.01	Retinoid- and fatty acid-binding glycoprotein, isoform A
3953609	Q9V461	0.526481759817156	0.05	MCM6 [Drosophila melanogaster]
24640442	Q9W3N1	-0.671781425406069	0.00834	CG1444
17944997	Q8SZD9	-0.53090959696425	0.27	RE03785p [Drosophila melanogaster]
24641071	A4V488	-0.674444509608148	0.05	raspberry, isoform A
24641071	Q07152	-0.674444509608148	0.05	raspberry, isoform A
19922182	Q7JWE2	0.527411478158998	0.09	CG42807 [Drosophila melanogaster]
24643375	Q9VWD1	-0.601450623509725	0.04	cytochrome c oxidase subunit VIb, isoform A
21356723	Q7K3W4	-0.5264751665249	0.00215	quasimodo [Drosophila melanogaster]
24643394	Q9VWC8	-0.408962984869159	0.05	Pmp70, isoform A
78706622	P02515	0.527619448883935	0.18	heat shock protein 22, isoform B [Drosophila melanogaster]
166033627	B0LQU2	0.524567579717764	0.15	henna mutant bp [Drosophila melanogaster]
254939745	C6SV02	-0.527931555684777	0.18	GH20886p [Drosophila melanogaster]
442624024	A0A0B4KG54	-0.530052228300542	0.38	CG4802, isoform B [Drosophila melanogaster]
442626280	M9PCA6	-0.53317995861861	0.03	beta galactosidase, isoform B [Drosophila melanogaster]
24645515	A0A0C4DHE8	-0.710493382805015	0.03	ribosomal protein S29, isoform A
24645515	Q9VH69	-0.710493382805015	0.03	ribosomal protein S29, isoform A
24647110	P54397	-0.330301275912367	0.05	FK506-binding protein 1
24649014	O62530	0.505401526931508	0.0049	AP-50, isoform A
24649466	NA	0.241375524704021	0.00503	Glutamyl-prolyl-tRNA synthetase, isoform A
24650973	Q9VAP0	0.763084655130088	0.04	CG14516, isoform A
19920962	Q9VLJ7	-0.52414065292924	0.51	CG13091, isoform A [Drosophila melanogaster]
24651498	Q9VA42	-0.983385286149104	0.00699	Niemann-Pick type C-2g, isoform A
24653618	Q7K1U0	0.363015286930562	0.04	Activity-regulated cytoskeleton associated protein 1
21358121	Q9W350	0.51876932821771	0.19	c11.1 [Drosophila melanogaster]
24639550	Q962I2	-0.520436470747976	0.17	Ras-related protein, isoform B [Drosophila melanogaster]
24655085	P20007	-0.880647692845265	0.02	phosphoenolpyruvate carboxykinase, isoform A
24641388	Q9VYU9	-0.50681792821851	0.4	CG9360 [Drosophila melanogaster]
24659379	Q0E8X7	-0.469913827798917	0.00607	CG30415, isoform A
24645455	A0A0B4K6D2	-0.515699838284042	0.06	CG16817, isoform A [Drosophila melanogaster]
24645455	Q9VH95	-0.515699838284042	0.06	CG16817, isoform A [Drosophila melanogaster]
28573391	Q95RB2	-0.515819023546981	0.11	cuticular protein 49Ae [Drosophila melanogaster]
24660351	G3KKP7	-0.405992359675837	0.00176	CG12262
24660351	Q9VSA3	-0.405992359675837	0.00176	CG12262
24660849	Q9VSI6	-0.290515142255901	0.00232	isocitrate dehydrogenase, isoform B
229462532	C3KKC3	-0.511809388381279	0.1	MIP06744p [Drosophila melanogaster]
11148	P18431	0.510194732319184	0.38	protein kinase [Drosophila melanogaster]
17864424	O76932	-0.502532400775207	0.38	protein phosphatase 19C, isoform A [Drosophila melanogaster]
17864424	X2JG90	-0.502532400775207	0.38	protein phosphatase 19C, isoform A [Drosophila melanogaster]
17946507	Q8SYB3	-0.507487442052519	0.25	RE75088p [Drosophila melanogaster]
18859699	Q9VXV4	0.501676595627053	0.46	CG11655 [Drosophila melanogaster]
19922144	Q7JZZ3	0.50182126542091	0.11	CG13321 [Drosophila melanogaster]
21355963	Q9V7Y2	0.509142086275544	0.85	Sphingosine-1-phosphate lyase, isoform A [Drosophila melanogaster]
21356685	Q9VE01	0.510416286101579	0.16	Cyp12a5 [Drosophila melanogaster]
24581924	Q9VMR6	-0.501488663657235	0.33	CG12512 [Drosophila melanogaster]
24661707	C6SUW3	-0.774440299584869	0.04	ribosomal protein S9, isoform A
24661707	P55935	-0.774440299584869	0.04	ribosomal protein S9, isoform A
85725072	Q9I7V0	0.503432615224558	0.14	CG33988, isoform A [Drosophila melanogaster]
116008309	A1Z9M5	0.502038052693264	0.41	CG30069 [Drosophila melanogaster]
284005991	D2NUJ3	0.503190130186545	0.38	GH22911p [Drosophila melanogaster]
467231	P42283	-0.499104642620177	0.18	Lola protein long isoform [Drosophila melanogaster]
24667955	Q59E09	-0.182176131344411	0.03	acetyl coenzyme A synthase, isoform A
24667955	Q9VP61	-0.182176131344411	0.03	acetyl coenzyme A synthase, isoform A
5901826	Q9U4G9	-0.498026863949875	0.3	BcDNA.GH06717 [Drosophila melanogaster]
25013110	Q8IGA2	-0.644717243241579	0.00353	SD12036p, partial
28573937	Q8T0L3	0.164386817900882	0.05	ubiquitin activating enzyme 1, isoform A
28574889	Q95RI5	0.738225039938805	0.03	failed axon connections, isoform A
19920728	Q9V3H2	-0.49346414623566	0.39	regulatory particle non-ATPase 11 [Drosophila melanogaster]
20129101	Q9VRD9	-0.489203517915725	0.08	cystathionine beta-synthase, isoform A [Drosophila melanogaster]
20129481	Q9VK46	0.496425826119499	0.1	CG12404 [Drosophila melanogaster]
38048145	Q6XI79	-0.739235767791033	0.04	similar to Drosophila melanogaster CG9762, partial [Drosophila yakuba]
40215525	P07190	-0.426264754702098	0.000928	RE72980p
40882449	A1ZAB5	-0.239465934695389	0.04	RH51925p
21358097	Q9V3W7	-0.504472582860788	0.26	SF2, isoform A [Drosophila melanogaster]
24641342	Q9VYW4	0.491184921014764	0.04	CG1703 [Drosophila melanogaster]
24648329	Q9VDQ7	0.498206457881674	0.54	phagocyte signaling impaired [Drosophila melanogaster]
24648329	U3Q053	0.498206457881674	0.54	phagocyte signaling impaired [Drosophila melanogaster]
24653660	Q8MKJ5	-0.492274861417724	0.4	CG30197 [Drosophila melanogaster]
24664469	Q9VUL1	-0.49725052896384	0.07	CTP synthase, isoform C [Drosophila melanogaster]
24664469	X2JCY2	-0.49725052896384	0.07	CTP synthase, isoform C [Drosophila melanogaster]
45552629	Q5BI33	-0.499429686569216	0.21	CG7639 [Drosophila melanogaster]
45552629	Q9V784	-0.499429686569216	0.21	CG7639 [Drosophila melanogaster]
45554875	Q7KV34	0.493040011280117	0.15	CG1561 [Drosophila melanogaster]
78706766	D2NUJ1	-0.490924560241402	0.1	primo-1, isoform B [Drosophila melanogaster]
78706766	P82890	-0.490924560241402	0.1	primo-1, isoform B [Drosophila melanogaster]
442616458	NA	-0.497662556218112	0.26	CG15599 [Drosophila melanogaster]
442633556	Q9VW71	-0.491303393506911	0.3	kugelei, isoform C [Drosophila melanogaster]
442633556	X2JCN4	-0.491303393506911	0.3	kugelei, isoform C [Drosophila melanogaster]
17738125	Q9VCY3	-0.483641313277867	0.5	COP9 complex homolog subunit 6 [Drosophila melanogaster]
17945802	Q8SYT3	-0.480481852180228	0.52	RE34731p [Drosophila melanogaster]
19921132	Q9VKJ6	0.489006717446043	0.69	CG6230 [Drosophila melanogaster]
20129007	Q9VZ58	0.48276642415136	0.13	CG1637, isoform C [Drosophila melanogaster]
21355991	Q9VSH3	-0.488486987489892	0.61	Bax Inhibitor-1, isoform A [Drosophila melanogaster]
21356285	Q9VNP7	-0.482951080577912	0.57	slimfast, isoform C [Drosophila melanogaster]
21357195	Q9VZS1	-0.492047318350416	0.14	CG17746, isoform A [Drosophila melanogaster]
21357311	Q9VNI4	-0.484458900236323	0.1	CG2046 [Drosophila melanogaster]
24581316	Q0E8U4	0.490701769210916	0.23	CG17224, isoform A [Drosophila melanogaster]
24644201	Q9VNA5	-0.489911118595489	0.18	proteasome beta7 subunit, isoform A [Drosophila melanogaster]
45549139	A8E774	-0.442004546879113	0.00702	cyclophilin 1
45549139	P25007	-0.442004546879113	0.00702	cyclophilin 1
24655679	Q9W077	0.48934305800753	0.23	cuticular protein 62Bc, isoform A [Drosophila melanogaster]
78706922	P00334	-0.282692931604262	0.05	alcohol dehydrogenase, isoform C
28557603	Q9VH48	-0.488410685609063	0.2	RE68504p [Drosophila melanogaster]
28574422	Q95R98	-0.481276178452761	0.3	CG5068, isoform A [Drosophila melanogaster]
29841386	Q86E39	-0.485409284105206	0.12	similar to GenBank Accession Number M61127 GTP-binding protein in Drosophila melanogaster [Schistosoma japonicum]
33303492	Q6WAR9	-0.482392767080608	0.05	CG1740 protein [Drosophila melanogaster]
45553429	A0A0B4KHS7	0.488176847544856	0.3	Signal-transducer and activator of transcription protein at 92E, isoform F [Drosophila melanogaster]
45553429	Q24151	0.488176847544856	0.3	Signal-transducer and activator of transcription protein at 92E, isoform F [Drosophila melanogaster]
223029533	B9EQX1	0.487743021050649	0.91	FI10950p [Drosophila melanogaster]
85857566	Q29QY4	-0.308122295362332	0.05	IP15846p
442615216	M9PGQ4	0.491999481093728	0.29	CG42492, isoform D [Drosophila melanogaster]
85861021	Q29QJ2	-0.736965594166206	0.02	IP05065p
11999128	Q9GQM7	-0.475833251664924	0.94	adaptor protein complex AP-2 small chain sigma2 [Drosophila melanogaster]
91178059	Q0ZHI2	-0.659163442562573	0.05	L23A ribosomal protein natural variant
17737413	Q9V396	-0.478191228070378	0.05	carbonic anhydrase 1 [Drosophila melanogaster]
18860035	Q9VZ20	0.475809015277526	0.56	dynein light intermediate chain, isoform A [Drosophila melanogaster]
116007382	Q9W5R8	-0.370562870138239	0.04	ribosomal protein L5, isoform A
116007382	R9Q794	-0.370562870138239	0.04	ribosomal protein L5, isoform A
116008032	Q9VDW6	0.522678222466814	0.03	dystrophin, isoform A
19922816	Q9W1Q8	-0.475247750338945	0.3	eIF2B-delta, isoform A [Drosophila melanogaster]
20130331	Q9W1E5	-0.472584037800655	0.15	morula [Drosophila melanogaster]
21355923	Q9VZG2	0.479690457621097	0.26	cuticular protein 64Aa [Drosophila melanogaster]
21355997	Q9VDH3	0.478985203368833	0.33	CG10830 [Drosophila melanogaster]
161077121	A1ZA47	0.326729081151183	0.02	Z band alternatively spliced PDZ-motif protein 52, isoform F
24585112	Q9VJ11	-0.467126010427298	0.12	CG10470 [Drosophila melanogaster]
189458943	B3DNA9	-0.449485946101128	0.02	IP19109p
201065557	B5RIJ9	-0.380795372805984	0.01	FI02875p
24663135	Q9VTT6	-0.475037572506012	0.26	ionotropic receptor 68b [Drosophila melanogaster]
24668448	Q9VNX0	-0.469063380961355	0.31	CG14562, isoform A [Drosophila melanogaster]
161077710	Q8IRL5	0.471504450937872	0.05	CG34408, isoform B [Drosophila melanogaster]
189458996	B3DND4	0.473026070457941	0.16	IP20148p [Drosophila melanogaster]
225543686	C0PVD4	-0.485426827170242	0.04	TA01510p
255982648	C6TPB6	-0.650836912738668	0.03	RE68005p
7660	P25171	-0.46948528330122	0.13	BJ1 chromatin binding protein [Drosophila melanogaster]
281360222	E1JGY7	0.712995890008185	0.03	lethal (2) 01289, isoform G
6646844	Q9U1H6	0.460913067262481	0.23	Importin-alpha1 [Drosophila melanogaster]
17933552	Q8MSS1	0.461391566267868	0.71	lava lamp [Drosophila melanogaster]
17933552	X2JAF1	0.461391566267868	0.71	lava lamp [Drosophila melanogaster]
21357759	Q9VVW8	0.460257745814278	0.49	CG10424 [Drosophila melanogaster]
24643243	Q9VWI2	0.460664515770489	0.36	Nat1 [Drosophila melanogaster]
281360228	E1JGY6	0.443988872974973	0.05	lethal (2) 01289, isoform F
24661787	Q9VT23	-0.4623432140572	0.1	CG8329 [Drosophila melanogaster]
45550188	Q9V428	-0.458290697232728	0.12	icarus [Drosophila melanogaster]
295317452	D5SHQ0	-0.685531993765173	0.01	MIP22185p
161077567	NA	-0.461904104316818	0.35	rugose, isoform C [Drosophila melanogaster]
281366085	P0DKM0	0.462343214057201	0.09	Coiled-coil domain containing 56 [Drosophila melanogaster]
288806618	D3DMZ8	-0.467126010427298	0.09	RE57382p [Drosophila melanogaster]
6636407	Q9U4L6	-0.453447622639173	0.1	membrane import protein [Drosophila melanogaster]
17136246	Q94515	0.45523632756294	0.28	infertile crescent, isoform A [Drosophila melanogaster]
298360827	D9HRZ9	-0.470791480801845	0.04	Smp-30 protein
19921282	Q9V3N6	0.457609207972174	0.67	TM9SF4 [Drosophila melanogaster]
19921428	Q9V3I6	-0.45594544285905	0.4	CG5861 [Drosophila melanogaster]
19921806	Q7K084	0.455137599330485	0.25	Odorant-binding protein 44a [Drosophila melanogaster]
20129495	Q9VK12	-0.451106753986366	0.17	CG5945, isoform A [Drosophila melanogaster]
299891106	D9IWU3	-0.720122084002792	0.02	CYP6G1
21355925	Q9VTB0	-0.451547521599408	0.43	CG8003, isoform A [Drosophila melanogaster]
21356575	Q9VU95	-0.458853017236033	0.11	CG8745 [Drosophila melanogaster]
313661527	E4NKL2	-0.442943495848728	0.05	AT09325p
320541587	E6EK15	0.254289378011999	0.03	plasma membrane calcium ATPase, isoform P
386767614	A0A0B4K7K9	1.21892440274124	0.02	bruchpilot, isoform J
24651247	Q9VAC4	-0.453910390923134	0.13	CG7911, isoform A [Drosophila melanogaster]
24654209	A1ZAI5	0.452940520904985	0.08	CG5065, isoform A [Drosophila melanogaster]
24654209	E1JH83	0.452940520904985	0.08	CG5065, isoform A [Drosophila melanogaster]
24661073	Q9VSN3	0.460004230290335	0.09	cuticular protein 66D [Drosophila melanogaster]
24666583	Q9VVV8	0.45443612602695	0.21	CG18136 [Drosophila melanogaster]
24668758	Q9VNQ3	-0.452320260132249	0.31	CG11137 [Drosophila melanogaster]
386769973	M9ND00	0.744567316899544	0.00978	dynamin associated protein 160, isoform D
82540261	Q7RSB2	0.450252191862902	0.32	hypothetical protein [Plasmodium yoelii yoelii 17XNL]
442623838	A0A0B4KER6	0.2642421874371	0.01	Z band alternatively spliced PDZ-motif protein 52, isoform N
189459186	B3DNM6	0.452792421274262	0.29	RH09294p [Drosophila melanogaster]
16797814	Q95X10	0.437808806937502	0.12	phosphomannomutase 45A [Drosophila melanogaster]
442631983	M9PF20	0.333900736553438	0.03	trailer hitch, isoform H
7724	P22977	-0.424551302278019	0.19	chorion protein s16
7726	P07182	-0.270876280606094	0.11	chorion protein S36
8380	P18053	-0.211504105193712	0.26	unnamed protein product
18858095	Q9W334	-0.448095787858139	0.18	ribosomal protein S28b [Drosophila melanogaster]
18858095	X2JEM4	-0.448095787858139	0.18	ribosomal protein S28b [Drosophila melanogaster]
11042	P48809	-0.170699187154955	0.3	hrp48.1
156763	P02574	-0.16179359663786	0.32	actin
20269634	Q8STG6	0.441876486730148	0.59	plexin A [Drosophila melanogaster]
21356733	Q9VBQ4	-0.445924544662747	0.14	CG5107 [Drosophila melanogaster]
21357109	Q9VG73	-0.448023798370582	0.02	CG5641 [Drosophila melanogaster]
156773	NA	0.260764232208967	0.32	actin
21358275	Q9VFN9	-0.43952935702487	0.35	CG9922, isoform A [Drosophila melanogaster]
21358593	O77134	-0.447027613523281	0.23	CG3321, isoform A [Drosophila melanogaster]
24581591	Q9VQX4	-0.439285045525521	0.26	CG3714, isoform C [Drosophila melanogaster]
157212	Q03043	-0.351329011327922	0.27	cGMP-dependent protein kinase
157476	P07486	-0.15014034942786	0.4	glyceraldehyde-3-phosphate dehydrogenase (Gadph-1) protein (EC 1.2.1.12)
28572011	P20348	-0.447726117985018	0.06	janus A, isoform A [Drosophila melanogaster]
157541	P16378	-0.206450877467426	0.31	G protein alpha subunit
161076629	Q6IHY5	0.442121378481468	0.31	CG34172, isoform A [Drosophila melanogaster]
221511043	Q9V9M8	0.441969920305211	0.57	CG3262, isoform D [Drosophila melanogaster]
157658	P29844	-0.17493487588642	0.19	heat shock protein cognate 72
297372348	D7FAF2	-0.445625819112267	0.28	gustatory receptor 93a [Drosophila melanogaster]
157804	P15215	0.194071088774015	0.26	laminin B2 chain
157963	P10676	0.336952185599304	0.08	ninaC long protein
1621615	Q94535	-0.433343633125023	0.05	U2 snRNP auxiliary factor [Drosophila melanogaster]
158158	P19107	0.140444132936511	0.44	phosphoprotein
158186	P22769	-0.370368449945115	0.08	proteasome beta-subunit
17647581	Q94901	-0.427890669422829	0.22	lark, isoform A [Drosophila melanogaster]
17933742	Q9V3Y2	-0.436236367421803	0.46	lethal (2) 35Bg [Drosophila melanogaster]
19920736	Q9VMT5	-0.433349377555786	0.04	Cyp28d1 [Drosophila melanogaster]
158330	P48159	-0.46273424131014	0.13	ribosomal protein L17A
20129061	Q9VWD9	0.43038546361228	0.03	ubiquilin [Drosophila melanogaster]
21356481	Q9VN91	-0.43444141667979	0.3	retinophilin [Drosophila melanogaster]
21357223	Q9VV60	0.436570660828485	0.32	Tyrosyl-tRNA synthetase [Drosophila melanogaster]
24648255	Q9VDU3	0.434285809847241	0.24	CG11659 [Drosophila melanogaster]
158489	P13395	0.251707988161004	0.13	alpha-spectrin
158763	Q7JPZ3	-0.301496194982549	0.13	ubiquitin, partial
24665524	Q9VVA1	0.432440545540289	0.0096	CG9706, isoform A [Drosophila melanogaster]
24666596	Q9VVW3	-0.432227260576359	0.04	CG6812 [Drosophila melanogaster]
24666733	Q9VVZ4	-0.437753871219497	0.5	CG14095 [Drosophila melanogaster]
28574468	M9NE73	0.430820496519772	0.1	Calpain-B, isoform A [Drosophila melanogaster]
28574468	Q9VT65	0.430820496519772	0.1	Calpain-B, isoform A [Drosophila melanogaster]
41617616	NA	0.433101712010508	0.55	TPA_inf: HDC08196 [Drosophila melanogaster]
297085	P33438	0.209505009416999	0.53	glutactin
77454942	Q2XYI8	-0.431767736591	0.36	CG9617 [Drosophila melanogaster]
311370	Q07327	-0.379493382421177	0.06	Rop
158703570	A9QHS4	-0.432780276823917	0.17	odorant-binding protein 56e [Drosophila melanogaster]
223968711	C0MLD8	-0.430781822686862	0.15	CG15717-PA [Drosophila melanogaster]
311997	Q02748	-0.202816882999687	0.06	eukaryotic translation initiation factor 4A (eIF-4A)
392868	P40304	-0.378805182119508	0.1	proteasome subunit
775231	Q24073	-0.422233000683048	0.62	L71-3 [Drosophila melanogaster]
17137010	A8DYJ3	0.420862767106416	0.09	Calpain-A, isoform B [Drosophila melanogaster]
17137010	Q11002	0.420862767106416	0.09	Calpain-A, isoform B [Drosophila melanogaster]
397852	P41092	-0.528264331722133	0.33	ribosomal protein L27a
400448	P36241	-0.36341499597746	0.22	ribosomal protein L19
440294	Q9V8R9	0.184424571137428	0.33	product of alternative splicing; homologue to membrane-skeleton protein 4.1
464020	P40796	-0.523484226737154	0.06	La/SS-B
466258	Q23979	-0.215728691055437	0.31	myosin-IB
19922870	Q95SH0	0.42449782852791	0.66	PAS kinase [Drosophila melanogaster]
475576	NA	-0.150242635580613	0.78	ejaculatory bulb specific protein III, partial
20130123	Q7JVZ8	-0.42484778085123	0.32	glutathione S transferase E11 [Drosophila melanogaster]
21355207	A0A0B4K7R1	-0.426281804781237	0.23	spase 22/23-subunit, isoform A [Drosophila melanogaster]
21355207	Q9VCA9	-0.426281804781237	0.23	spase 22/23-subunit, isoform A [Drosophila melanogaster]
21357365	Q9VB81	-0.42405244822315	0.37	cuticular protein 97Eb [Drosophila melanogaster]
494737	P62152	-0.321928094887362	0.21	Chain A, Solution Structure Of A Calmodulin-Target Peptide Complex By Multidimensional Nmr
24644413	Q0KIB3	-0.418052537034276	0.3	CG2051, isoform A [Drosophila melanogaster]
557084	Q24241	0.301169534720565	0.33	ankyrin
24652542	Q9V5P6	-0.421923884864084	0.31	CG7637 [Drosophila melanogaster]
24657284	C0MJA0	-0.422355198284914	0.59	high mobility group protein D, isoform A [Drosophila melanogaster]
24657284	Q05783	-0.422355198284914	0.59	high mobility group protein D, isoform A [Drosophila melanogaster]
24657414	Q9VZF3	-0.424698387511561	0.28	CG1265 [Drosophila melanogaster]
28573887	Q867Z4	0.42449782852791	0.16	longitudinals lacking, isoform U [Drosophila melanogaster]
1066065	P48601	-0.155278225477911	0.43	P26s4
62862344	Q7PLL3	0.418357857570455	0.61	eukaryotic initiation factor 4B, isoform B [Drosophila melanogaster]
66772007	Q4V4V7	0.42793798798665	0.17	IP12565p [Drosophila melanogaster]
162951731	Q9VZ49	-0.423807708906576	0.43	GH21533p [Drosophila melanogaster]
1072120	Q24150	-0.285965881710164	0.27	nucleosome assembly protein NAP-1
442626474	M9PCE3	-0.419376435003181	0.42	CG18304, isoform D [Drosophila melanogaster]
1141790	Q99323	0.169925001442312	0.43	nonmuscle myosin-II heavy chain
1208910	P50882	-0.68000970935413	0.09	ribosomal protein L9
17136678	P27864	0.406983864840135	0.31	recombination repair protein 1, isoform A [Drosophila melanogaster]
17137220	O18334	-0.408280133103535	0.53	Rab6 [Drosophila melanogaster]
17137220	X2J5T3	-0.408280133103535	0.53	Rab6 [Drosophila melanogaster]
1279384	Q24593	0.398973063034358	0.16	hypothetical protein
1280434	Q24160	-0.227233684405947	0.38	hemomucin
17737457	P25228	-0.405729757052616	0.54	Rab3 [Drosophila melanogaster]
21355293	Q9VCI7	0.412053640840022	0.28	Ran binding protein 3, isoform A [Drosophila melanogaster]
1304682	P12646	-0.211874549422449	0.42	glucose-6-phosphate 1-dehydrogenase
24643849	Q9VMY9	-0.415037499278844	0.14	dihydropterin deaminase [Drosophila melanogaster]
24644404	E2QD00	-0.410330496601316	0.25	jagunal, isoform A [Drosophila melanogaster]
24644404	Q7K1V5	-0.410330496601316	0.25	jagunal, isoform A [Drosophila melanogaster]
24644446	Q7JVN6	0.403792742111221	0.26	CG1213, isoform A [Drosophila melanogaster]
1321805	Q24388	-0.282513413774019	0.8	larval serum protein 2
1359610	Q24506	-0.33746894578314	0.1	sterol carrier protein x
24668515	Q9VNV3	-0.415966422961052	0.34	Dead-box-1 [Drosophila melanogaster]
40457594	Q6S015	-0.412323114581808	0.41	reverse transcriptase [Drosophila melanogaster]
66771617	Q4V5F2	0.408704886170149	0.21	IP12319p [Drosophila melanogaster]
189458941	B3DNA8	-0.405564746658562	0.06	IP19105p [Drosophila melanogaster]
442618841	A0A0B4KGI5	-0.406727406816447	0.3	acetylcholine esterase, isoform C [Drosophila melanogaster]
1359614	P52486	-0.496535613300037	0.06	ubiquitin conjugating enzyme
6468017	Q9U617	0.401862110531111	0.36	pericardine [Drosophila melanogaster]
16198011	Q95TT3	-0.409143081591953	0.32	LD24726p [Drosophila melanogaster]
17137218	O18336	-0.396832903901253	0.52	Rab14, isoform A [Drosophila melanogaster]
1498589	Q95083	-0.138519864081428	0.73	20S proteasome alpha subunit PSMA5
1621653	Q94541	-0.236198220861478	0.37	fatty acid desaturase
1857602	Q7JND6	0.335541584288172	0.3	cuticle protein ACP65A
2546937	NA	0.320259274526744	0.11	muscle myosin heavy chain
2773363	NA	0.249647852218883	0.41	microtubule binding protein D-CLIP-190
19921434	Q9V438	0.39821988121857	0.36	calcium-binding protein 1 [Drosophila melanogaster]
19921788	Q7K2X5	0.401020920897543	0.34	CG14762, isoform A [Drosophila melanogaster]
3115387	NA	-0.224431566610046	0.33	flotillin-2
21358311	Q9TVP3	0.405229681142832	0.38	jdp, isoform A [Drosophila melanogaster]
